model,vessel,sample_count,cycle_duration_s,diastolic_mmHg,systolic_mmHg,mean_mmHg,pulse_pressure_mmHg,primary_peak_time_s,first_post_peak_min_time_s,first_post_peak_min_mmHg,next_local_peak_time_s,next_local_peak_mmHg,minimum_flow_mL_min,maximum_flow_mL_min,mean_flow_mL_min,end_cycle_flow_mL_min,has_reverse_flow
alastruey2007,10-L-ext-carotid,100,0.9999447081433992,130.8897197814608,222.2907366744039,173.29491954802978,91.40101689294309,0.29287209496100175,0.353491269464973,207.14445610235708,0.3737068755581241,207.9610177069241,100.6256754364209,222.65543435894614,151.6651473433697,103.97984501692734,False
alastruey2007,18-L-int-carotidII,100,0.9999447081433992,133.0671143669197,223.8413415860838,175.63563822311505,90.77422721916409,0.29287209496100175,0.353491269464973,210.84003109262687,,,170.28673011272835,352.3840413986592,248.99921980748195,174.75969676814006,False
alastruey2007,13-R-ext-carotid,100,0.9999447081433992,130.901476368437,221.32879231463716,173.4528914936992,90.42731594620017,0.27269203269022135,0.34338996082547446,210.61072512742584,0.4444156343982577,198.31797583829052,100.61605076768687,222.98648024523771,151.80645812204517,104.1824271325296,False
alastruey2007,21-R-int-carotidII,100,0.9999447081433992,133.09267892787463,223.6483274457601,175.71695005621626,90.55564851788546,0.29287209496100175,0.5151163508431065,187.2252689003739,,,174.26834563690593,377.9991023856222,255.99120354235882,179.92082546101926,False
