category,n,pct
high_sbp__in_dbp,1581,47.66355140186916
high_sbp__high_dbp,695,20.952668073560446
in_sbp__in_dbp,630,18.993066023515226
in_sbp__low_dbp,204,6.150135664757311
high_sbp__low_dbp,174,5.245703949351824
in_sbp__high_dbp,26,0.7838408200180886
low_sbp__low_dbp,7,0.21103406692794693
