group,n,inside_pressure_box_n,inside_pressure_box_pct,pressure_box_excluded_n,pressure_box_excluded_pct,too_high_any_component_n,too_high_any_component_pct,too_low_any_component_n,too_low_any_component_pct,high_without_any_low_n,high_without_any_low_pct,low_without_any_high_n,low_without_any_high_pct,mixed_high_and_low_n,mixed_high_and_low_pct,outside_one_component_only_n,outside_one_component_only_pct,systolic_only_outside_n,systolic_only_outside_pct,diastolic_only_outside_n,diastolic_only_outside_pct,both_components_outside_n,both_components_outside_pct,narrow_pulse_additional_exclusion_n,narrow_pulse_additional_exclusion_pct,full_pressure_rules_excluded_n,full_pressure_rules_excluded_pct
All,4895,942,19.244126659856995,3953,80.755873340143,3856,78.77425944841676,123,2.5127681307456586,3830,78.24310520939734,97,1.9816138917262514,26,0.5311542390194075,1394,28.47803881511747,1220,24.923391215526046,174,3.5546475995914197,2559,52.27783452502553,4,0.08171603677221655,3957,80.83758937691522
