group,n,inside_pressure_box_n,inside_pressure_box_pct,pressure_box_excluded_n,pressure_box_excluded_pct,too_high_any_component_n,too_high_any_component_pct,too_low_any_component_n,too_low_any_component_pct,high_without_any_low_n,high_without_any_low_pct,low_without_any_high_n,low_without_any_high_pct,mixed_high_and_low_n,mixed_high_and_low_pct,outside_one_component_only_n,outside_one_component_only_pct,systolic_only_outside_n,systolic_only_outside_pct,diastolic_only_outside_n,diastolic_only_outside_pct,both_components_outside_n,both_components_outside_pct,narrow_pulse_additional_exclusion_n,narrow_pulse_additional_exclusion_pct,full_pressure_rules_excluded_n,full_pressure_rules_excluded_pct
All,3317,630,18.993066023515226,2687,81.00693397648477,2476,74.64576424479952,385,11.606873681037081,2302,69.40006029544769,211,6.361169731685258,174,5.245703949351824,1811,54.597527886644556,1581,47.66355140186916,230,6.9339764847754,876,26.409406089840218,0,0.0,2687,81.00693397648477
