group,n,inside_pressure_box_n,inside_pressure_box_pct,pressure_box_excluded_n,pressure_box_excluded_pct,too_high_any_component_n,too_high_any_component_pct,too_low_any_component_n,too_low_any_component_pct,high_without_any_low_n,high_without_any_low_pct,low_without_any_high_n,low_without_any_high_pct,mixed_high_and_low_n,mixed_high_and_low_pct,outside_one_component_only_n,outside_one_component_only_pct,systolic_only_outside_n,systolic_only_outside_pct,diastolic_only_outside_n,diastolic_only_outside_pct,both_components_outside_n,both_components_outside_pct,narrow_pulse_additional_exclusion_n,narrow_pulse_additional_exclusion_pct,full_pressure_rules_excluded_n,full_pressure_rules_excluded_pct
80+,609,64,10.50903119868637,545,89.49096880131363,461,75.69786535303777,179,29.392446633825944,366,60.09852216748769,84,13.793103448275861,95,15.599343185550081,397,65.1888341543514,312,51.23152709359606,85,13.957307060755337,148,24.302134646962234,0,0.0,545,89.49096880131363
70-79,1034,172,16.634429400386846,862,83.36557059961315,807,78.04642166344294,113,10.9284332688588,749,72.43713733075435,55,5.319148936170213,58,5.609284332688588,613,59.28433268858801,559,54.06189555125725,54,5.222437137330754,249,24.081237911025145,0,0.0,862,83.36557059961315
60-69,1241,259,20.870265914585012,982,79.12973408541498,923,74.37550362610797,80,6.446414182111201,902,72.68331990330378,59,4.754230459307011,21,1.6921837228041903,650,52.377115229653505,578,46.57534246575342,72,5.801772763900081,332,26.752618855761483,0,0.0,982,79.12973408541498
50-59,431,135,31.322505800464036,296,68.67749419953596,283,65.66125290023201,13,3.0162412993039442,283,65.66125290023201,13,3.0162412993039442,0,0.0,150,34.80278422273782,131,30.394431554524363,19,4.408352668213457,146,33.874709976798144,0,0.0,296,68.67749419953596
40-49,2,0,0.0,2,100.0,2,100.0,0,0.0,2,100.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,1,50.0,0,0.0,2,100.0
