group,n,inside_pressure_box_n,inside_pressure_box_pct,pressure_box_excluded_n,pressure_box_excluded_pct,too_high_any_component_n,too_high_any_component_pct,too_low_any_component_n,too_low_any_component_pct,high_without_any_low_n,high_without_any_low_pct,low_without_any_high_n,low_without_any_high_pct,mixed_high_and_low_n,mixed_high_and_low_pct,outside_one_component_only_n,outside_one_component_only_pct,systolic_only_outside_n,systolic_only_outside_pct,diastolic_only_outside_n,diastolic_only_outside_pct,both_components_outside_n,both_components_outside_pct,narrow_pulse_additional_exclusion_n,narrow_pulse_additional_exclusion_pct,full_pressure_rules_excluded_n,full_pressure_rules_excluded_pct
Male,1481,237,16.00270087778528,1244,83.99729912221471,1153,77.85280216070223,173,11.681296421336935,1071,72.31600270087779,91,6.144496961512491,82,5.536799459824443,833,56.2457798784605,739,49.89871708305199,94,6.347062795408508,411,27.75151924375422,0,0.0,1244,83.99729912221471
Female,1836,393,21.405228758169933,1443,78.59477124183006,1323,72.05882352941177,212,11.546840958605664,1231,67.0479302832244,120,6.5359477124183005,92,5.010893246187364,978,53.26797385620915,842,45.86056644880174,136,7.407407407407407,465,25.326797385620914,0,0.0,1443,78.59477124183006
