pair_id,map_mmHg,left_kidney_inflow_mL_min,right_kidney_inflow_mL_min,systolic_mmHg,diastolic_mmHg,kidney_ratio_vs_pair1
pair_1,97.36001164287616,418.9449587932214,418.9449587932214,119.26438020545156,73.96563111459722,1.0
pair_2,102.57565152131878,346.80727208070005,346.80727208070226,128.94248432213703,74.97360551216167,0.8278110639633538
pair_3,107.24546635814303,306.3494507851258,306.3494507851243,136.2972797061627,77.40312484045965,0.731240332065508
