phase,time_s,systolic_mmHg,diastolic_mmHg,map_mmHg,heart_rate_per_min,cardiac_output_L_min,stroke_volume_mL,systemic_vascular_resistance_mmHg_s_mL,blood_volume_mL,baroreceptor_heart_rate_scale,baroreceptor_heart_elastance_scale,baroreceptor_resistance_scale,baroreceptor_compliance_scale,pulse_pressure_mmHg
post,950.6999999994254,142.29083623067802,82.95756511355314,113.68230347765311,71.95888973400861,4.409308829718718,61.275387183118625,1.497227963266654,5485.912978174833,0.9981416926925223,0.9999061460955814,0.9990172741816281,1.0003427501922202,59.33327111712488
post,951.6999999994244,142.29071805045047,82.95884672991355,113.68230527931986,71.95737359716523,4.409163526888329,61.27465896089944,1.497277379318685,5485.912035086677,0.9980531882659109,0.9999016761750453,0.9989765167224657,1.0003554795503715,59.33187132053692
post,952.6999999994235,142.2705299766084,82.95849179155394,113.66812050464303,71.95569010745217,4.407899882607437,61.258531132493836,1.4975136769777826,5485.912449876568,0.9980566595097018,0.999901851490388,0.9989726838908228,1.000359058466926,59.31203818505446
post,953.6999999994226,142.27594043320272,82.9483752921711,113.67073388263597,71.9542018465141,4.408546133144678,61.26877958494449,1.4973303249482874,5485.914461853484,0.9980965826815055,0.9999038678121963,0.998984027822659,1.0003587509016894,59.32756514103163
post,954.6999999994217,142.28731209115873,82.95463245858708,113.6801677018795,71.95158129223019,4.4086724586504635,61.27276676164643,1.4974176039026825,5485.917793743777,0.9980988698583028,0.9999039833261758,0.9989804706464906,1.000362108427892,59.33267963257164
post,955.6999999994208,142.2897781719198,82.96001773923061,113.68269602666201,71.95023522983719,4.4084804328593705,61.27124419783979,1.497517633065727,5485.919765409826,0.9980279377862907,0.9999004008982966,0.9989472428911489,1.0003729201314082,59.3297604326892
post,956.6999999994199,142.2897599682282,82.96140729823033,113.6827903800762,71.94873035432212,4.408335615722539,61.27051296128563,1.4975681659266358,5485.91896397459,0.9979405982572708,0.9998959898109722,0.9989069964150201,1.0003856006118224,59.32835266999787
post,957.699999999419,142.27089177266882,82.96112677855706,113.66953620371157,71.94705879723506,4.407146930014312,61.255414796520895,1.497791815793234,5485.919012306856,0.9979334791353742,0.9998956302593611,0.9988988965478932,1.0003903305034971,59.30976499411176
post,958.6999999994181,142.27497960427672,82.95166062394433,113.67129980985871,71.945560951686,4.407688197961716,61.26421338102617,1.4976325126223384,5485.920726584493,0.997972310878977,0.999897591458533,0.9989097633049707,1.000390237190218,59.32331898033239
post,959.6999999994172,142.28620030389692,82.95706438392219,113.68050537232777,71.9429338267005,4.407844631492398,61.26862496475637,1.497706452597434,5485.923824518454,0.9979810330102925,0.9998980319702154,0.9989087861643379,1.0003930394366645,59.32913591997473
post,960.6999999994163,142.28875919668752,82.96249998894265,113.68311453762215,71.9415936234574,4.4076548020679915,61.26712768051365,1.4978068534742712,5485.926735461963,0.9979132846919728,0.9998946103379771,0.9988768625433686,1.0004036040127866,59.32625920774487
post,961.6999999994154,142.288804996531,82.9639663676913,113.68327069058002,71.9400968234644,4.407509784369728,61.26638660475293,1.4978583156153167,5485.92634049392,0.997827079814057,0.9998902565562648,0.9988371080184312,1.0004162348786858,59.324838628839714
post,962.6999999994144,142.2715797898725,82.96373842518827,113.6711683658083,71.93843441291739,4.406415972510407,61.25259756444163,1.4980655437642099,5485.926037260047,0.9978090233134835,0.9998893446117915,0.9988245970847703,1.000422145674354,59.307841364684236
post,963.6999999994135,142.27429765592632,82.95507923529341,113.67206564755465,71.9369190917075,4.406842745791825,61.259820429254695,1.4979333220904487,5485.927434866105,0.9978440496265584,0.9998911136175024,0.9988338712505752,1.000422543341673,59.31921842063291
post,964.6999999994126,142.28195425369353,82.9573629506654,113.67805470120399,71.93553609938083,4.407054194848567,61.26393760046643,1.497943926694639,5485.930283304185,0.9978229757178945,0.9998900492786809,0.99882070687569,1.0004285079519997,59.32459130302813
post,965.6999999994117,142.2866163866576,82.9647099963427,113.68251521291015,71.93270352961108,4.406789965773679,61.26267677343206,1.4980956022018201,5485.933806527076,0.9977569481355347,0.999886714552299,0.998789221638407,1.0004391061357996,59.32190639031491
post,966.6999999994108,142.28629338943975,82.96528308389844,113.68232174882327,71.93112944362369,4.406654913559614,61.262139878025245,1.498138906648111,5485.934078677237,0.9976857081088973,0.9998831165711559,0.998755326949267,1.000450398271168,59.32101030554131
post,967.6999999994099,142.27137227912493,82.96500406095167,113.67187206832793,71.92943359434922,4.405688754095307,61.2501521830615,1.4983253494212452,5485.933531792576,0.9976710951180836,0.999882378541317,0.9987441049936646,1.0004560918136696,59.30636821817326
post,968.699999999409,142.27278065462863,82.9576711366181,113.67206418599073,71.92788526697275,4.405973029243016,61.25542288487263,1.498231950867208,5485.934597504978,0.9977106817660025,0.9998843778669694,0.998755129841941,1.0004561536943173,59.31510951801053
