phase,time_s,systolic_mmHg,diastolic_mmHg,map_mmHg,heart_rate_per_min,cardiac_output_L_min,stroke_volume_mL,systemic_vascular_resistance_mmHg_s_mL,blood_volume_mL,baroreceptor_heart_rate_scale,baroreceptor_heart_elastance_scale,baroreceptor_resistance_scale,baroreceptor_compliance_scale,pulse_pressure_mmHg
post,969.6999999994081,142.28045392655088,82.95936530537251,113.6779980991317,71.92648809449466,4.406208686029293,61.2598891279185,1.4982335696880074,5485.93718252011,0.9976989866795271,0.999883787206036,0.9987457223016959,1.000461265389616,59.32108862117836
post,970.6999999994072,142.28488909463482,82.96672245854413,113.68235851651086,71.92368350844261,4.405923928072473,61.258318722723544,1.4983908861708346,5485.940925722439,0.9976430351067617,0.9998809613690277,0.998718339546787,1.0004709069722726,59.318166636090695
post,971.6999999994063,142.28474334400272,82.96744220197678,113.68233834341002,71.92214883880979,4.4057906116530425,61.2577722271229,1.4984359891805408,5485.9421232194745,0.9975783679209651,0.9998776953495425,0.9986871839847563,1.0004815685761157,59.31730114202594
post,972.6999999994053,142.2717516223328,82.96735046963796,113.67327774264248,71.92050312510013,4.404929595794504,61.24720218005803,1.4986057255134015,5485.9414974538395,0.997558231315186,0.9998766783492509,0.998673826297278,1.0004878451056574,59.30440115269484
post,973.6999999994044,142.27208668989385,82.96102930978472,113.67284930550029,71.91898125869712,4.405108620040986,61.250987471520645,1.4985396818406853,5485.942213000121,0.9975929018148788,0.9998784293845889,0.9986829050928798,1.000488454731385,59.31105738010913
post,974.6999999994035,142.27939033690345,82.96212922964291,113.67842591244269,71.91760497853848,4.405353139764849,61.25555962381515,1.4985334221445465,5485.944517888303,0.9975841194058493,0.9998779858285769,0.998674713992362,1.0004933222444092,59.317261107260535
post,975.6999999994026,142.2836763537173,82.96918648122872,113.68264981912168,71.91485320519446,4.405075279539872,61.25403978745368,1.4986865593846626,5485.948141922075,0.9975324565670963,0.9998753765942967,0.9986491260845204,1.0005025678631974,59.31448987248859
post,976.6999999994017,142.28357631986836,82.96993855223072,113.68267602745982,71.9133510892514,4.404943681068234,61.253489294376976,1.4987317332046843,5485.950417172759,0.9974700902643352,0.9998722267810264,0.9986189800785575,1.0005130236371722,59.313637767637644
post,977.6999999994008,142.2719012025049,82.96990374148491,113.6745461362814,71.91174098319068,4.404158858455428,61.243947069573764,1.4988883418110337,5485.949932658091,0.9974442285803248,0.9998709206353692,0.9986033847135721,1.0005199054653404,59.30199746101998
post,978.6999999993999,142.271401172709,82.96424872023789,113.67361385875574,71.91023536877697,4.4042618804276925,61.246662006337964,1.4988413031960124,5485.950283616238,0.9974742607085078,0.9998724374095199,0.99861061399647,1.0005210345996562,59.307152452471115
post,979.699999999399,142.27839245627723,82.96487398129378,113.6788920830492,71.90887086242887,4.40451235846131,61.251307462297966,1.4988289433174158,5485.952291661696,0.9974679238224526,0.9998721173647698,0.9986034333962205,1.0005257059552182,59.313518474983454
post,980.6999999993981,142.28253853570115,82.97167582641956,113.68298941764276,71.90615148819117,4.404239044787554,61.24982290994731,1.4989788200343912,5485.955682063046,0.9974199211444661,0.999869692987094,0.9985793661120236,1.0005346217540507,59.310862709281594
post,981.6999999993972,142.28245440557762,82.9724447458471,113.68303722555385,71.90467067398936,4.4041077074154575,61.24925774826738,1.499024217095389,5485.958891535795,0.9973595486128082,0.9998666438693337,0.9985500833857212,1.0005449066388092,59.310009659730525
post,982.6999999993963,142.2717093945628,82.97244595129,113.67556570196294,71.90308508742329,4.403376657887913,61.24044124857887,1.4991715988802363,5485.9588119903965,0.997329605005164,0.9998651315659174,0.9985328956015626,1.00055223023359,59.29926344327281
post,983.6999999993953,142.27060827034603,82.96726666397655,113.6742720066969,71.9015915494055,4.403424911629127,61.24238444156575,1.4991382888835514,5485.958813434345,0.9973563919475726,0.9998664844417964,0.9985388332380745,1.0005537339998385,59.303341606369486
post,984.6999999993944,142.27740376803072,82.96755647434969,113.67935834248642,71.90023747232962,4.40368094589453,61.2470987677789,1.4991214101084047,5485.960507222608,0.9973525671654444,0.9998662912709818,0.9985326887312894,1.0005581965892658,59.30984729368103
post,985.6999999993935,142.28035907724325,82.97205333774399,113.6822462169335,71.8989156269563,4.403538301812089,61.246240828715884,1.4992100401150819,5485.963649026782,0.9973077735194334,0.999864028965628,0.9985099569189201,1.0005668231610756,59.30830573949926
post,986.6999999993926,142.28137046344312,82.97498181826451,113.68342996655016,71.89608353927858,4.40327830294629,61.24503708940796,1.4993150220651683,5485.967465089672,0.9972489965454072,0.9998610604315863,0.9984813713878814,1.0005769736997236,59.306388645178615
post,987.6999999993917,142.27128228949135,82.97500844608012,113.6764241245476,71.89451842116648,4.402585324439931,61.23673154953306,1.499455886255383,5485.9680477901,0.9972158242228422,0.9998593850617598,0.9984629313370992,1.000584649043177,59.29627384341123
post,988.6999999993908,142.2697537606635,82.9701677026105,113.67487427336371,71.8930371178385,4.402594735079844,61.238124185289806,1.499432326180685,5485.967805854327,0.9972401507729042,0.9998606136753994,0.9984678975450555,1.0005864405856921,59.299586058052995
post,989.6999999993899,142.27648505009452,82.97022172403193,113.67987742573959,71.89169488391677,4.402859169077593,61.2429457420203,1.4994114375634964,5485.969167734306,0.9972384616792392,0.9998605283676383,0.9984626405561456,1.0005907247237846,59.30626332606259
post,990.699999999389,142.27934820148096,82.9746710155443,113.68269466744471,71.89038571301722,4.4027140929573525,61.24204299769323,1.4994999362763506,5485.972045910018,0.9971956804172225,0.9998583676978395,0.9984407599166164,1.0005991774791454,59.304677185936654
post,991.6999999993881,142.28031946875205,82.97755343760724,113.68385144626076,71.88758198184986,4.402454494447066,61.240820362529305,1.4996044338959125,5485.976079448987,0.9971384984673132,0.9998554797205711,0.9984128668394906,1.0006091902426073,59.30276603114481
post,992.6999999993872,142.27068599781958,82.97758936196563,113.67716721666963,71.88603373198589,4.40178837449467,61.2328730070982,1.499740627903196,5485.97758325449,0.9971025981872095,0.9998536665751117,0.9983933720834857,1.0006171635283525,59.293096635853956
post,993.6999999993863,142.26885249598809,82.9729844945818,113.67543451598996,71.88456411212543,4.401770406489214,61.233874905652065,1.4997239183064235,5485.977263611671,0.9971250695344962,0.9998548014916413,0.9983976119425565,1.0006191759397842,59.29586800140629
post,994.6999999993853,142.27574117320816,82.97287288154678,113.6805206490495,71.88323414958053,4.402052811522725,61.23893650030509,1.4996980196687177,5485.978276480195,0.9971247978820665,0.9998547877718216,0.9983929524045568,1.0006233486943923,59.30286829166138
post,995.6999999993844,142.27843511564384,82.97738960718232,113.68322687333144,71.88193472913589,4.401895791083124,61.23785910424173,1.4997890777409784,5485.980875144337,0.9970830018532475,0.9998526768612757,0.9983715008424214,1.0006317296302156,59.30104550846153
post,996.6999999993835,142.27926761586963,82.98013392855185,113.68426946301278,71.87914904412952,4.40163519009727,61.236606841226354,1.4998923792484147,5485.984789300945,0.9970270949654938,0.9998498532810862,0.9983441598944485,1.0006416373285034,59.29913368731778
post,997.6999999993826,142.2699358543438,82.98015478690772,113.67779694730622,71.87761271622588,4.400987736804922,61.22890800756142,1.500025189641952,5485.987365823091,0.9969890801634561,0.9998479333415894,0.9983238486128122,1.000649846472403,59.28978106743608
post,998.6999999993817,142.2678855513817,82.97571126800324,113.67593532627994,71.87615296902723,4.4009504027660915,61.22963209595459,1.5000133393310449,5485.987187649127,0.997010492389621,0.9998490147671534,0.998327680116355,1.0006519963478289,59.29217428337847
post,999.6999999993808,142.27521804756853,82.97548882649755,113.68131402564023,71.87483500609575,4.401264740113224,61.23512825789374,1.4999805236946422,5485.987837071318,0.9970110811010497,0.9998490445000541,0.9983233908048624,1.0006561103381062,59.299729221070976
post,1000.6999999993799,142.2776245626452,82.9802214880872,113.68384455674125,71.87354115775166,4.401082302098317,61.233692276808796,1.5000778544459132,5485.990139559898,0.996969132632891,0.999846925890551,0.9983018988026704,1.0006645346990948,59.297403074558005
post,1001.699999999379,142.2777709281394,82.98270099168273,113.684369585248,71.87076149854386,4.4007942230853345,61.23205224664966,1.5001834856792768,5485.993820762761,0.9969143969520123,0.9998441614622235,0.9982750543568142,1.0006743502349544,59.29506993645667
post,1002.6999999993781,142.26900114590399,82.98247956024721,113.67826620284389,71.86923946115569,4.400189974853428,61.22494140530969,1.5003066896059933,5485.997326706973,0.9968774147926931,0.9998422936763994,0.9982551971438491,1.000682473566456,59.28652158565677
