target_systolic_mmHg,target_diastolic_mmHg,lookup_reachable,resistance_multiplier,compliance_multiplier,estimated_systolic_mmHg,estimated_diastolic_mmHg,estimated_systolic_residual_mmHg,estimated_diastolic_residual_mmHg,estimated_euclidean_residual_mmHg,validation_status,restabilization_wall_s,achieved_systolic_mmHg,achieved_diastolic_mmHg,achieved_map_mmHg,achieved_pulse_pressure_mmHg,achieved_heart_rate_per_min,achieved_cardiac_output_L_min,achieved_systolic_residual_mmHg,achieved_diastolic_residual_mmHg,achieved_euclidean_residual_mmHg,validated_within_tolerance
175,125,False,,,,,,,,,,,,,,,,,,,False
180,45,False,,,,,,,,,,,,,,,,,,,False
180,50,False,,,,,,,,,,,,,,,,,,,False
180,55,False,,,,,,,,,,,,,,,,,,,False
180,60,False,,,,,,,,,,,,,,,,,,,False
180,65,False,,,,,,,,,,,,,,,,,,,False
180,70,False,,,,,,,,,,,,,,,,,,,False
180,75,False,,,,,,,,,,,,,,,,,,,False
180,80,False,,,,,,,,,,,,,,,,,,,False
180,85,False,,,,,,,,,,,,,,,,,,,False
180,90,False,,,,,,,,,,,,,,,,,,,False
180,95,False,,,,,,,,,,,,,,,,,,,False
180,100,False,,,,,,,,,,,,,,,,,,,False
180,105,False,,,,,,,,,,,,,,,,,,,False
180,110,False,,,,,,,,,,,,,,,,,,,False
180,115,False,,,,,,,,,,,,,,,,,,,False
180,120,False,,,,,,,,,,,,,,,,,,,False
180,125,False,,,,,,,,,,,,,,,,,,,False
185,45,False,,,,,,,,,,,,,,,,,,,False
185,50,False,,,,,,,,,,,,,,,,,,,False
185,55,False,,,,,,,,,,,,,,,,,,,False
185,60,False,,,,,,,,,,,,,,,,,,,False
185,65,False,,,,,,,,,,,,,,,,,,,False
185,70,False,,,,,,,,,,,,,,,,,,,False
185,75,False,,,,,,,,,,,,,,,,,,,False
185,80,False,,,,,,,,,,,,,,,,,,,False
185,85,False,,,,,,,,,,,,,,,,,,,False
185,90,False,,,,,,,,,,,,,,,,,,,False
185,95,False,,,,,,,,,,,,,,,,,,,False
185,100,False,,,,,,,,,,,,,,,,,,,False
185,105,False,,,,,,,,,,,,,,,,,,,False
185,110,False,,,,,,,,,,,,,,,,,,,False
185,115,False,,,,,,,,,,,,,,,,,,,False
185,120,False,,,,,,,,,,,,,,,,,,,False
185,125,False,,,,,,,,,,,,,,,,,,,False
190,45,False,,,,,,,,,,,,,,,,,,,False
190,50,False,,,,,,,,,,,,,,,,,,,False
190,55,False,,,,,,,,,,,,,,,,,,,False
190,60,False,,,,,,,,,,,,,,,,,,,False
190,65,False,,,,,,,,,,,,,,,,,,,False
190,70,False,,,,,,,,,,,,,,,,,,,False
190,75,False,,,,,,,,,,,,,,,,,,,False
190,80,False,,,,,,,,,,,,,,,,,,,False
190,85,False,,,,,,,,,,,,,,,,,,,False
190,90,False,,,,,,,,,,,,,,,,,,,False
190,95,False,,,,,,,,,,,,,,,,,,,False
190,100,False,,,,,,,,,,,,,,,,,,,False
190,105,False,,,,,,,,,,,,,,,,,,,False
190,110,False,,,,,,,,,,,,,,,,,,,False
190,115,False,,,,,,,,,,,,,,,,,,,False
190,120,False,,,,,,,,,,,,,,,,,,,False
190,125,False,,,,,,,,,,,,,,,,,,,False
195,45,False,,,,,,,,,,,,,,,,,,,False
195,50,False,,,,,,,,,,,,,,,,,,,False
195,55,False,,,,,,,,,,,,,,,,,,,False
195,60,False,,,,,,,,,,,,,,,,,,,False
195,65,False,,,,,,,,,,,,,,,,,,,False
195,70,False,,,,,,,,,,,,,,,,,,,False
195,75,False,,,,,,,,,,,,,,,,,,,False
195,80,False,,,,,,,,,,,,,,,,,,,False
195,85,False,,,,,,,,,,,,,,,,,,,False
195,90,False,,,,,,,,,,,,,,,,,,,False
195,95,False,,,,,,,,,,,,,,,,,,,False
195,100,False,,,,,,,,,,,,,,,,,,,False
195,105,False,,,,,,,,,,,,,,,,,,,False
195,110,False,,,,,,,,,,,,,,,,,,,False
195,115,False,,,,,,,,,,,,,,,,,,,False
195,120,False,,,,,,,,,,,,,,,,,,,False
195,125,False,,,,,,,,,,,,,,,,,,,False
200,45,False,,,,,,,,,,,,,,,,,,,False
200,50,False,,,,,,,,,,,,,,,,,,,False
200,55,False,,,,,,,,,,,,,,,,,,,False
200,60,False,,,,,,,,,,,,,,,,,,,False
200,65,False,,,,,,,,,,,,,,,,,,,False
200,70,False,,,,,,,,,,,,,,,,,,,False
200,75,False,,,,,,,,,,,,,,,,,,,False
200,80,False,,,,,,,,,,,,,,,,,,,False
200,85,False,,,,,,,,,,,,,,,,,,,False
200,90,False,,,,,,,,,,,,,,,,,,,False
200,95,False,,,,,,,,,,,,,,,,,,,False
200,100,False,,,,,,,,,,,,,,,,,,,False
200,105,False,,,,,,,,,,,,,,,,,,,False
200,110,False,,,,,,,,,,,,,,,,,,,False
200,115,False,,,,,,,,,,,,,,,,,,,False
200,120,False,,,,,,,,,,,,,,,,,,,False
200,125,False,,,,,,,,,,,,,,,,,,,False
205,45,False,,,,,,,,,,,,,,,,,,,False
205,50,False,,,,,,,,,,,,,,,,,,,False
205,55,False,,,,,,,,,,,,,,,,,,,False
205,60,False,,,,,,,,,,,,,,,,,,,False
205,65,False,,,,,,,,,,,,,,,,,,,False
205,70,False,,,,,,,,,,,,,,,,,,,False
205,75,False,,,,,,,,,,,,,,,,,,,False
205,80,False,,,,,,,,,,,,,,,,,,,False
205,85,False,,,,,,,,,,,,,,,,,,,False
205,90,False,,,,,,,,,,,,,,,,,,,False
205,95,False,,,,,,,,,,,,,,,,,,,False
205,100,False,,,,,,,,,,,,,,,,,,,False
205,105,False,,,,,,,,,,,,,,,,,,,False
205,110,False,,,,,,,,,,,,,,,,,,,False
205,115,False,,,,,,,,,,,,,,,,,,,False
205,120,False,,,,,,,,,,,,,,,,,,,False
205,125,False,,,,,,,,,,,,,,,,,,,False
210,45,False,,,,,,,,,,,,,,,,,,,False
210,50,False,,,,,,,,,,,,,,,,,,,False
210,55,False,,,,,,,,,,,,,,,,,,,False
210,60,False,,,,,,,,,,,,,,,,,,,False
210,65,False,,,,,,,,,,,,,,,,,,,False
210,70,False,,,,,,,,,,,,,,,,,,,False
210,75,False,,,,,,,,,,,,,,,,,,,False
210,80,False,,,,,,,,,,,,,,,,,,,False
210,85,False,,,,,,,,,,,,,,,,,,,False
210,90,False,,,,,,,,,,,,,,,,,,,False
210,95,False,,,,,,,,,,,,,,,,,,,False
210,100,False,,,,,,,,,,,,,,,,,,,False
210,105,False,,,,,,,,,,,,,,,,,,,False
210,110,False,,,,,,,,,,,,,,,,,,,False
210,115,False,,,,,,,,,,,,,,,,,,,False
210,120,False,,,,,,,,,,,,,,,,,,,False
210,125,False,,,,,,,,,,,,,,,,,,,False
