domain,target_systolic_mmHg,target_diastolic_mmHg,lookup_reachable,resistance_multiplier,compliance_multiplier
calibration_extended,155,95,False,,
calibration_extended,155,100,False,,
calibration_extended,155,105,False,,
calibration_extended,155,110,False,,
calibration_extended,155,115,False,,
calibration_extended,155,120,False,,
calibration_extended,155,125,False,,
calibration_extended,155,130,False,,
calibration_extended,155,135,False,,
calibration_extended,155,140,False,,
calibration_extended,160,40,False,,
calibration_extended,160,45,False,,
calibration_extended,160,50,False,,
calibration_extended,160,55,False,,
calibration_extended,160,60,False,,
calibration_extended,160,65,False,,
calibration_extended,160,70,False,,
calibration_extended,160,75,False,,
calibration_extended,160,80,False,,
calibration_extended,160,85,False,,
calibration_extended,160,90,False,,
calibration_extended,160,95,False,,
calibration_extended,160,100,False,,
calibration_extended,160,105,False,,
calibration_extended,160,110,False,,
calibration_extended,160,115,False,,
calibration_extended,160,120,False,,
calibration_extended,160,125,False,,
calibration_extended,160,130,False,,
calibration_extended,160,135,False,,
calibration_extended,160,140,False,,
calibration_extended,165,40,False,,
calibration_extended,165,45,False,,
calibration_extended,165,50,False,,
calibration_extended,165,55,False,,
calibration_extended,165,60,False,,
calibration_extended,165,65,False,,
calibration_extended,165,70,False,,
calibration_extended,165,75,False,,
calibration_extended,165,80,False,,
calibration_extended,165,85,False,,
calibration_extended,165,90,False,,
calibration_extended,165,95,False,,
calibration_extended,165,100,False,,
calibration_extended,165,105,False,,
calibration_extended,165,110,False,,
calibration_extended,165,115,False,,
calibration_extended,165,120,False,,
calibration_extended,165,125,False,,
calibration_extended,165,130,False,,
calibration_extended,165,135,False,,
calibration_extended,165,140,False,,
calibration_extended,170,40,False,,
calibration_extended,170,45,False,,
calibration_extended,170,50,False,,
calibration_extended,170,55,False,,
calibration_extended,170,60,False,,
calibration_extended,170,65,False,,
calibration_extended,170,70,False,,
calibration_extended,170,75,False,,
calibration_extended,170,80,False,,
calibration_extended,170,85,False,,
calibration_extended,170,90,False,,
calibration_extended,170,95,False,,
calibration_extended,170,100,False,,
calibration_extended,170,105,False,,
calibration_extended,170,110,False,,
calibration_extended,170,115,False,,
calibration_extended,170,120,False,,
calibration_extended,170,125,False,,
calibration_extended,170,130,False,,
calibration_extended,170,135,False,,
calibration_extended,170,140,False,,
calibration_extended,175,40,False,,
calibration_extended,175,45,False,,
calibration_extended,175,50,False,,
calibration_extended,175,55,False,,
calibration_extended,175,60,False,,
calibration_extended,175,65,False,,
calibration_extended,175,70,False,,
calibration_extended,175,75,False,,
calibration_extended,175,80,False,,
calibration_extended,175,85,False,,
calibration_extended,175,90,False,,
calibration_extended,175,95,False,,
calibration_extended,175,100,False,,
calibration_extended,175,105,False,,
calibration_extended,175,110,False,,
calibration_extended,175,115,False,,
calibration_extended,175,120,False,,
calibration_extended,175,125,False,,
calibration_extended,175,130,False,,
calibration_extended,175,135,False,,
calibration_extended,175,140,False,,
calibration_extended,180,40,False,,
calibration_extended,180,45,False,,
calibration_extended,180,50,False,,
calibration_extended,180,55,False,,
calibration_extended,180,60,False,,
calibration_extended,180,65,False,,
calibration_extended,180,70,False,,
calibration_extended,180,75,False,,
calibration_extended,180,80,False,,
calibration_extended,180,85,False,,
calibration_extended,180,90,False,,
calibration_extended,180,95,False,,
calibration_extended,180,100,False,,
calibration_extended,180,105,False,,
calibration_extended,180,110,False,,
calibration_extended,180,115,False,,
calibration_extended,180,120,False,,
calibration_extended,180,125,False,,
calibration_extended,180,130,False,,
calibration_extended,180,135,False,,
calibration_extended,180,140,False,,
calibration_extended,185,40,False,,
calibration_extended,185,45,False,,
calibration_extended,185,50,False,,
calibration_extended,185,55,False,,
calibration_extended,185,60,False,,
calibration_extended,185,65,False,,
calibration_extended,185,70,False,,
calibration_extended,185,75,False,,
calibration_extended,185,80,False,,
calibration_extended,185,85,False,,
calibration_extended,185,90,False,,
calibration_extended,185,95,False,,
calibration_extended,185,100,False,,
calibration_extended,185,105,False,,
calibration_extended,185,110,False,,
calibration_extended,185,115,False,,
calibration_extended,185,120,False,,
calibration_extended,185,125,False,,
calibration_extended,185,130,False,,
calibration_extended,185,135,False,,
calibration_extended,185,140,False,,
calibration_extended,190,40,False,,
calibration_extended,190,45,False,,
calibration_extended,190,50,False,,
calibration_extended,190,55,False,,
calibration_extended,190,60,False,,
calibration_extended,190,65,False,,
calibration_extended,190,70,False,,
calibration_extended,190,75,False,,
calibration_extended,190,80,False,,
calibration_extended,190,85,False,,
calibration_extended,190,90,False,,
calibration_extended,190,95,False,,
calibration_extended,190,100,False,,
calibration_extended,190,105,False,,
calibration_extended,190,110,False,,
calibration_extended,190,115,False,,
calibration_extended,190,120,False,,
calibration_extended,190,125,False,,
calibration_extended,190,130,False,,
calibration_extended,190,135,False,,
calibration_extended,190,140,False,,
calibration_extended,195,40,False,,
calibration_extended,195,45,False,,
calibration_extended,195,50,False,,
calibration_extended,195,55,False,,
calibration_extended,195,60,False,,
calibration_extended,195,65,False,,
calibration_extended,195,70,False,,
calibration_extended,195,75,False,,
calibration_extended,195,80,False,,
calibration_extended,195,85,False,,
calibration_extended,195,90,False,,
calibration_extended,195,95,False,,
calibration_extended,195,100,False,,
calibration_extended,195,105,False,,
calibration_extended,195,110,False,,
calibration_extended,195,115,False,,
calibration_extended,195,120,False,,
calibration_extended,195,125,False,,
calibration_extended,195,130,False,,
calibration_extended,195,135,False,,
calibration_extended,195,140,False,,
calibration_extended,200,40,False,,
calibration_extended,200,45,False,,
calibration_extended,200,50,False,,
calibration_extended,200,55,False,,
calibration_extended,200,60,False,,
calibration_extended,200,65,False,,
calibration_extended,200,70,False,,
calibration_extended,200,75,False,,
calibration_extended,200,80,False,,
calibration_extended,200,85,False,,
calibration_extended,200,90,False,,
calibration_extended,200,95,False,,
calibration_extended,200,100,False,,
calibration_extended,200,105,False,,
calibration_extended,200,110,False,,
calibration_extended,200,115,False,,
calibration_extended,200,120,False,,
calibration_extended,200,125,False,,
calibration_extended,200,130,False,,
calibration_extended,200,135,False,,
calibration_extended,200,140,False,,
calibration_extended,205,40,False,,
calibration_extended,205,45,False,,
calibration_extended,205,50,False,,
calibration_extended,205,55,False,,
calibration_extended,205,60,False,,
calibration_extended,205,65,False,,
calibration_extended,205,70,False,,
calibration_extended,205,75,False,,
calibration_extended,205,80,False,,
calibration_extended,205,85,False,,
calibration_extended,205,90,False,,
calibration_extended,205,95,False,,
calibration_extended,205,100,False,,
calibration_extended,205,105,False,,
calibration_extended,205,110,False,,
calibration_extended,205,115,False,,
calibration_extended,205,120,False,,
calibration_extended,205,125,False,,
calibration_extended,205,130,False,,
calibration_extended,205,135,False,,
calibration_extended,205,140,False,,
calibration_extended,210,40,False,,
calibration_extended,210,45,False,,
calibration_extended,210,50,False,,
calibration_extended,210,55,False,,
calibration_extended,210,60,False,,
calibration_extended,210,65,False,,
calibration_extended,210,70,False,,
calibration_extended,210,75,False,,
calibration_extended,210,80,False,,
calibration_extended,210,85,False,,
calibration_extended,210,90,False,,
calibration_extended,210,95,False,,
calibration_extended,210,100,False,,
calibration_extended,210,105,False,,
calibration_extended,210,110,False,,
calibration_extended,210,115,False,,
calibration_extended,210,120,False,,
calibration_extended,210,125,False,,
calibration_extended,210,130,False,,
calibration_extended,210,135,False,,
calibration_extended,210,140,False,,
calibration_extended,215,40,False,,
calibration_extended,215,45,False,,
calibration_extended,215,50,False,,
calibration_extended,215,55,False,,
calibration_extended,215,60,False,,
calibration_extended,215,65,False,,
calibration_extended,215,70,False,,
calibration_extended,215,75,False,,
calibration_extended,215,80,False,,
calibration_extended,215,85,False,,
calibration_extended,215,90,False,,
calibration_extended,215,95,False,,
calibration_extended,215,100,False,,
calibration_extended,215,105,False,,
calibration_extended,215,110,False,,
calibration_extended,215,115,False,,
calibration_extended,215,120,False,,
calibration_extended,215,125,False,,
calibration_extended,215,130,False,,
calibration_extended,215,135,False,,
calibration_extended,215,140,False,,
calibration_extended,220,40,False,,
calibration_extended,220,45,False,,
calibration_extended,220,50,False,,
calibration_extended,220,55,False,,
calibration_extended,220,60,False,,
calibration_extended,220,65,False,,
calibration_extended,220,70,False,,
calibration_extended,220,75,False,,
calibration_extended,220,80,False,,
calibration_extended,220,85,False,,
calibration_extended,220,90,False,,
calibration_extended,220,95,False,,
calibration_extended,220,100,False,,
calibration_extended,220,105,False,,
calibration_extended,220,110,False,,
calibration_extended,220,115,False,,
calibration_extended,220,120,False,,
calibration_extended,220,125,False,,
calibration_extended,220,130,False,,
calibration_extended,220,135,False,,
calibration_extended,220,140,False,,
engineering_explored,80,40,False,,
engineering_explored,80,45,False,,
engineering_explored,80,50,False,,
engineering_explored,80,55,False,,
engineering_explored,80,60,False,,
engineering_explored,80,65,False,,
engineering_explored,80,70,False,,
engineering_explored,80,75,False,,
engineering_explored,80,80,False,,
engineering_explored,80,85,False,,
engineering_explored,80,90,False,,
engineering_explored,80,95,False,,
engineering_explored,80,100,False,,
engineering_explored,80,105,False,,
engineering_explored,80,110,False,,
engineering_explored,80,115,False,,
engineering_explored,80,120,False,,
engineering_explored,80,125,False,,
engineering_explored,80,130,False,,
engineering_explored,80,135,False,,
engineering_explored,80,140,False,,
engineering_explored,85,40,False,,
engineering_explored,85,45,False,,
engineering_explored,85,50,False,,
engineering_explored,85,55,False,,
engineering_explored,85,60,False,,
engineering_explored,85,65,False,,
engineering_explored,85,70,False,,
engineering_explored,85,75,False,,
engineering_explored,85,80,False,,
engineering_explored,85,85,False,,
engineering_explored,85,90,False,,
engineering_explored,85,95,False,,
engineering_explored,85,100,False,,
engineering_explored,85,105,False,,
engineering_explored,85,110,False,,
engineering_explored,85,115,False,,
engineering_explored,85,120,False,,
engineering_explored,85,125,False,,
engineering_explored,85,130,False,,
engineering_explored,85,135,False,,
engineering_explored,85,140,False,,
engineering_explored,90,40,False,,
engineering_explored,90,45,False,,
engineering_explored,90,50,False,,
engineering_explored,90,55,False,,
engineering_explored,90,60,False,,
engineering_explored,90,65,False,,
engineering_explored,90,70,False,,
engineering_explored,90,75,False,,
engineering_explored,90,80,False,,
engineering_explored,90,85,False,,
engineering_explored,90,90,False,,
engineering_explored,90,95,False,,
engineering_explored,90,100,False,,
engineering_explored,90,105,False,,
engineering_explored,90,110,False,,
engineering_explored,90,115,False,,
engineering_explored,90,120,False,,
engineering_explored,90,125,False,,
engineering_explored,90,130,False,,
engineering_explored,90,135,False,,
engineering_explored,90,140,False,,
engineering_explored,95,40,False,,
engineering_explored,95,45,False,,
engineering_explored,95,50,False,,
engineering_explored,95,55,False,,
engineering_explored,95,60,False,,
engineering_explored,95,65,False,,
engineering_explored,95,70,False,,
engineering_explored,95,75,False,,
engineering_explored,95,80,False,,
engineering_explored,95,85,False,,
engineering_explored,95,90,False,,
engineering_explored,95,95,False,,
engineering_explored,95,100,False,,
engineering_explored,95,105,False,,
engineering_explored,95,110,False,,
engineering_explored,95,115,False,,
engineering_explored,95,120,False,,
engineering_explored,95,125,False,,
engineering_explored,95,130,False,,
engineering_explored,95,135,False,,
engineering_explored,95,140,False,,
engineering_explored,100,40,False,,
engineering_explored,100,45,False,,
engineering_explored,100,50,False,,
engineering_explored,100,55,False,,
engineering_explored,100,60,False,,
engineering_explored,100,65,False,,
engineering_explored,100,70,False,,
engineering_explored,100,75,False,,
engineering_explored,100,80,False,,
engineering_explored,100,85,False,,
engineering_explored,100,90,False,,
engineering_explored,100,95,False,,
engineering_explored,100,100,False,,
engineering_explored,100,105,False,,
engineering_explored,100,110,False,,
engineering_explored,100,115,False,,
engineering_explored,100,120,False,,
engineering_explored,100,125,False,,
engineering_explored,100,130,False,,
engineering_explored,100,135,False,,
engineering_explored,100,140,False,,
engineering_explored,105,40,False,,
engineering_explored,105,45,False,,
engineering_explored,105,50,False,,
engineering_explored,105,55,False,,
engineering_explored,105,60,False,,
engineering_explored,105,65,False,,
engineering_explored,105,70,False,,
engineering_explored,105,75,False,,
engineering_explored,105,80,False,,
engineering_explored,105,85,False,,
engineering_explored,105,90,False,,
engineering_explored,105,95,False,,
engineering_explored,105,100,False,,
engineering_explored,105,105,False,,
engineering_explored,105,110,False,,
engineering_explored,105,115,False,,
engineering_explored,105,120,False,,
engineering_explored,105,125,False,,
engineering_explored,105,130,False,,
engineering_explored,105,135,False,,
engineering_explored,105,140,False,,
engineering_explored,110,40,False,,
engineering_explored,110,45,False,,
engineering_explored,110,50,False,,
engineering_explored,110,55,False,,
engineering_explored,110,60,False,,
engineering_explored,110,65,False,,
engineering_explored,110,70,False,,
engineering_explored,110,75,False,,
engineering_explored,110,80,False,,
engineering_explored,110,85,False,,
engineering_explored,110,90,False,,
engineering_explored,110,95,False,,
engineering_explored,110,100,False,,
engineering_explored,110,105,False,,
engineering_explored,110,110,False,,
engineering_explored,110,115,False,,
engineering_explored,110,120,False,,
engineering_explored,110,125,False,,
engineering_explored,110,130,False,,
engineering_explored,110,135,False,,
engineering_explored,110,140,False,,
engineering_explored,115,40,False,,
engineering_explored,115,45,False,,
engineering_explored,115,50,False,,
engineering_explored,115,55,False,,
engineering_explored,115,60,False,,
engineering_explored,115,65,False,,
engineering_explored,115,70,False,,
engineering_explored,115,75,False,,
engineering_explored,115,80,False,,
engineering_explored,115,85,False,,
engineering_explored,115,90,False,,
engineering_explored,115,95,False,,
engineering_explored,115,100,False,,
engineering_explored,115,105,False,,
engineering_explored,115,110,False,,
engineering_explored,115,115,False,,
engineering_explored,115,120,False,,
engineering_explored,115,125,False,,
engineering_explored,115,130,False,,
engineering_explored,115,135,False,,
engineering_explored,115,140,False,,
engineering_explored,120,40,False,,
engineering_explored,120,45,False,,
engineering_explored,120,50,False,,
engineering_explored,120,55,False,,
engineering_explored,120,60,False,,
engineering_explored,120,65,False,,
engineering_explored,120,70,True,1.001705586638085,0.7758139495258605
engineering_explored,120,75,True,1.0820309618318813,0.8621648697822832
engineering_explored,120,80,True,1.1549124261720758,0.947706954851272
engineering_explored,120,85,False,,
engineering_explored,120,90,False,,
engineering_explored,120,95,False,,
engineering_explored,120,100,False,,
engineering_explored,120,105,False,,
engineering_explored,120,110,False,,
engineering_explored,120,115,False,,
engineering_explored,120,120,False,,
engineering_explored,120,125,False,,
engineering_explored,120,130,False,,
engineering_explored,120,135,False,,
engineering_explored,120,140,False,,
engineering_explored,125,40,False,,
engineering_explored,125,45,False,,
engineering_explored,125,50,False,,
engineering_explored,125,55,False,,
engineering_explored,125,60,False,,
engineering_explored,125,65,True,1.001539471722842,0.6220506170529649
engineering_explored,125,70,True,1.0700374046981875,0.6720342630515159
engineering_explored,125,75,True,1.155693309552986,0.7388068458962561
engineering_explored,125,80,True,1.2320607214479735,0.8034615948507342
engineering_explored,125,85,True,1.30489410157714,0.8847863709940558
engineering_explored,125,90,True,1.4115731695771898,0.9960542257926673
engineering_explored,125,95,False,,
engineering_explored,125,100,False,,
engineering_explored,125,105,False,,
engineering_explored,125,110,False,,
engineering_explored,125,115,False,,
engineering_explored,125,120,False,,
engineering_explored,125,125,False,,
engineering_explored,125,130,False,,
engineering_explored,125,135,False,,
engineering_explored,125,140,False,,
engineering_explored,130,40,False,,
engineering_explored,130,45,False,,
engineering_explored,130,50,False,,
engineering_explored,130,55,False,,
engineering_explored,130,60,False,,
engineering_explored,130,65,True,1.0697181709719987,0.5452456792636011
engineering_explored,130,70,True,1.1430264061387518,0.5857579542835298
engineering_explored,130,75,True,1.2352271706813767,0.6380220360031392
engineering_explored,130,80,True,1.3146486422402837,0.6882152756416342
engineering_explored,130,85,True,1.3845280588493847,0.7487199597288663
engineering_explored,130,90,True,1.5006928388470329,0.8309418661654581
engineering_explored,130,95,True,1.6080758124205574,0.9312711600640038
engineering_explored,130,100,False,,
engineering_explored,130,105,False,,
engineering_explored,130,110,False,,
engineering_explored,130,115,False,,
engineering_explored,130,120,False,,
engineering_explored,130,125,False,,
engineering_explored,130,130,False,,
engineering_explored,130,135,False,,
engineering_explored,130,140,False,,
engineering_explored,135,40,False,,
engineering_explored,135,45,False,,
engineering_explored,135,50,False,,
engineering_explored,135,55,False,,
engineering_explored,135,60,True,1.081004357500622,0.4670316747405966
engineering_explored,135,65,True,1.1490215854057153,0.4843555928481663
engineering_explored,135,70,True,1.222459150664789,0.5129545031380969
engineering_explored,135,75,True,1.3209105046714749,0.5544532598594867
engineering_explored,135,80,True,1.4056958391044398,0.5933388485206057
engineering_explored,135,85,True,1.4875322362704808,0.6385659949592957
engineering_explored,135,90,True,1.6032251721110389,0.7008751804009471
engineering_explored,135,95,True,1.751235213466163,0.7978818277344568
engineering_explored,135,100,True,1.954958695024797,0.877194872390262
engineering_explored,135,105,False,,
engineering_explored,135,110,False,,
engineering_explored,135,115,False,,
engineering_explored,135,120,False,,
engineering_explored,135,125,False,,
engineering_explored,135,130,False,,
engineering_explored,135,135,False,,
engineering_explored,135,140,False,,
engineering_explored,140,40,False,,
engineering_explored,140,45,False,,
engineering_explored,140,50,False,,
engineering_explored,140,55,False,,
engineering_explored,140,60,True,1.1666883900355691,0.4280720682810729
engineering_explored,140,65,True,1.2445970234995343,0.4359734660954605
engineering_explored,140,70,True,1.3139231800989144,0.46067922827008934
engineering_explored,140,75,True,1.415731958899052,0.4857787231888501
engineering_explored,140,80,True,1.4868038628134888,0.5159186357874086
engineering_explored,140,85,True,1.5902545101622105,0.548401080453838
engineering_explored,140,90,True,1.728644394632552,0.5973224136613554
engineering_explored,140,95,True,1.8928532436297374,0.6668689021070786
engineering_explored,140,100,True,2.0697406092883135,0.7507808314971125
engineering_explored,140,105,True,2.420755125954698,0.7990084963141605
engineering_explored,140,110,False,,
engineering_explored,140,115,False,,
engineering_explored,140,120,False,,
engineering_explored,140,125,False,,
engineering_explored,140,130,False,,
engineering_explored,140,135,False,,
engineering_explored,140,140,False,,
engineering_explored,145,40,False,,
engineering_explored,145,45,False,,
engineering_explored,145,50,False,,
engineering_explored,145,55,True,1.1410779747330386,0.4083579874166531
engineering_explored,145,60,True,1.2523724225705164,0.3891124618215492
engineering_explored,145,65,True,1.338122752997736,0.3882279123104484
engineering_explored,145,70,True,1.4081735290148174,0.4125022121518882
engineering_explored,145,75,True,1.5187269347925154,0.42614110310035563
engineering_explored,145,80,True,1.6063115464559585,0.45241566483984474
engineering_explored,145,85,True,1.713860291924088,0.4775087552049174
engineering_explored,145,90,True,1.8491251114597962,0.5087594294524327
engineering_explored,145,95,True,2.019563023262413,0.5562946854962537
engineering_explored,145,100,True,2.203142754298554,0.6226989198824016
engineering_explored,145,105,True,2.4610750215287003,0.672735110656629
engineering_explored,145,110,True,2.889017040885778,0.7174989731397521
engineering_explored,145,115,False,,
engineering_explored,145,120,False,,
engineering_explored,145,125,False,,
engineering_explored,145,130,False,,
engineering_explored,145,135,False,,
engineering_explored,145,140,False,,
engineering_explored,150,40,False,,
engineering_explored,150,45,False,,
engineering_explored,150,50,False,,
engineering_explored,150,55,True,1.230476253019574,0.36676363613141677
engineering_explored,150,60,True,1.3380564551054634,0.35015285536202545
engineering_explored,150,65,True,1.42410543518755,0.34881550547467355
engineering_explored,150,70,True,1.503090361033727,0.36445834633063645
engineering_explored,150,75,True,1.6185956719378318,0.37617781028400027
engineering_explored,150,80,True,1.7254115600773052,0.39258890569397303
engineering_explored,150,85,True,1.8424098725639342,0.4135149322172339
engineering_explored,150,90,True,2.000744919329652,0.4410299309201753
engineering_explored,150,95,True,2.1660321774130433,0.46874471679636603
engineering_explored,150,100,True,2.3421776350424817,0.4967243869766926
engineering_explored,150,105,True,2.5790936475987705,0.5463974464973029
engineering_explored,150,110,True,2.9021159397087826,0.5958623149328526
engineering_explored,150,115,True,3.3630514766238937,0.6360202613644586
engineering_explored,150,120,True,4.3627844657878185,0.667125491303703
engineering_explored,150,125,False,,
engineering_explored,150,130,False,,
engineering_explored,150,135,False,,
engineering_explored,150,140,False,,
engineering_explored,155,40,False,,
engineering_explored,155,45,False,,
engineering_explored,155,50,False,,
engineering_explored,155,55,True,1.3198745313061095,0.32516928484618035
engineering_explored,155,60,True,1.4237404876404107,0.3111932489025018
engineering_explored,155,65,True,1.5097894677224972,0.3098558990151498
engineering_explored,155,70,True,1.5980586070662066,0.31333377937304185
engineering_explored,155,75,True,1.7437497895205312,0.3329608223920305
engineering_explored,155,80,True,1.8548048339371581,0.3477130638415055
engineering_explored,155,85,True,2.003204808458367,0.3642935658122877
engineering_explored,155,90,True,2.1706337362433223,0.3815985394200271
engineering_explored,155,95,True,2.3474592287090417,0.39874123103888526
engineering_explored,155,100,True,2.528565952702765,0.42357735828046517
engineering_explored,155,105,True,2.772502753193299,0.45006472699356226
engineering_explored,155,110,True,3.0003334183678985,0.4802238862642235
engineering_explored,155,115,True,3.3665286412303437,0.5195410235078635
engineering_explored,155,120,True,3.875645625780133,0.5547473658624367
engineering_explored,155,125,True,4.8540617210985975,0.5863162627211174
engineering_explored,155,130,False,,
engineering_explored,155,135,False,,
engineering_explored,155,140,False,,
engineering_explored,160,40,False,,
engineering_explored,160,45,False,,
engineering_explored,160,50,True,1.2833423407262845,0.3132026964267997
engineering_explored,160,55,True,1.409272809592645,0.28357493356094404
engineering_explored,160,60,True,1.509424520175358,0.27223364244297804
engineering_explored,160,65,True,1.5954735002574443,0.27089629255562614
engineering_explored,160,70,True,1.7256588347030821,0.2800626001429113
engineering_explored,160,75,True,1.8771008459106626,0.29198837160445856
engineering_explored,160,80,True,2.0062923214633943,0.301128338921962
engineering_explored,160,85,True,2.1543212752753687,0.31439730082465217
engineering_explored,160,90,True,2.358211775319127,0.33190199902140655
engineering_explored,160,95,True,2.5408272428201806,0.3477017411702748
engineering_explored,160,100,True,2.7541822024210765,0.3613286209562802
engineering_explored,160,105,True,3.0017506043510553,0.3802071544283946
engineering_explored,160,110,True,3.2884272800050267,0.3968259823220692
engineering_explored,160,115,True,3.619192806314964,0.42243050752135847
engineering_explored,160,120,True,4.029697888929845,0.4494698249013146
engineering_explored,160,125,True,4.60234901556203,0.47410449574727626
engineering_explored,160,130,True,5.345338976409376,0.5055070341385316
engineering_explored,160,135,False,,
engineering_explored,160,140,False,,
engineering_explored,165,40,False,,
engineering_explored,165,45,False,,
engineering_explored,165,50,True,1.37274061901282,0.2716083451415633
engineering_explored,165,55,True,1.4986710878791805,0.2419805822757076
engineering_explored,165,60,True,1.5951085527103053,0.2332740359834543
engineering_explored,165,65,True,1.7133089729335687,0.24187740730746082
engineering_explored,165,70,True,1.8536651428079587,0.2512959510238955
engineering_explored,165,75,True,2.0229429978940474,0.2617308912344702
engineering_explored,165,80,True,2.178910613590857,0.2685566998461503
engineering_explored,165,85,True,2.354366656497098,0.2763717086830431
engineering_explored,165,90,True,2.565074419725465,0.28752125399171624
engineering_explored,165,95,True,2.776825731002255,0.2950179481667181
engineering_explored,165,100,True,2.977868289385696,0.30568233466614364
engineering_explored,165,105,True,3.301775879497688,0.32086568980039626
engineering_explored,165,110,True,3.6082247865479586,0.33491464362001644
engineering_explored,165,115,True,3.9861973413038023,0.348461626086326
engineering_explored,165,120,True,4.55936214565314,0.35912497292120027
engineering_explored,165,125,True,5.228755278165375,0.3824339846912918
engineering_explored,165,130,False,,
engineering_explored,165,135,False,,
engineering_explored,165,140,False,,
engineering_explored,170,40,False,,
engineering_explored,170,45,False,,
engineering_explored,170,50,True,1.4621388972993556,0.23001399385632695
engineering_explored,170,55,True,1.588069366165716,0.20038623099047126
engineering_explored,170,60,True,1.712799447442611,0.2042104495017984
engineering_explored,170,65,True,1.8400841934602172,0.21277737920105652
engineering_explored,170,70,True,1.9947367921852517,0.22205790654112978
engineering_explored,170,75,True,2.1798341964182435,0.23067595065545998
engineering_explored,170,80,True,2.3520263914296935,0.23638589901181767
engineering_explored,170,85,True,2.576107325482422,0.24311932341884135
engineering_explored,170,90,True,2.808408313516057,0.2511930956307946
engineering_explored,170,95,True,3.0524797166927202,0.2556941218476959
engineering_explored,170,100,True,3.3190951648876883,0.2631460971376268
engineering_explored,170,105,True,3.650041900521141,0.27264841758927544
engineering_explored,170,110,True,4.040953080471426,0.2766452806641253
engineering_explored,170,115,True,4.4805385402852504,0.2828749201541926
engineering_explored,170,120,True,5.077124343991669,0.2972556374547685
engineering_explored,170,125,False,,
engineering_explored,170,130,False,,
engineering_explored,170,135,False,,
engineering_explored,170,140,False,,
engineering_explored,175,40,False,,
engineering_explored,175,45,True,1.4256067067195304,0.21804740543694623
engineering_explored,175,50,True,1.5515371755858909,0.18841964257109056
engineering_explored,175,55,True,1.6936378856374952,0.18131780805881564
engineering_explored,175,60,True,1.8189065136325728,0.1864565103079566
engineering_explored,175,65,True,1.9783041863098725,0.19070831201977564
engineering_explored,175,70,True,2.1654862774134327,0.19526844438116434
engineering_explored,175,75,True,2.3586433318861877,0.19897553821273412
engineering_explored,175,80,True,2.549128205209757,0.20368156643280388
engineering_explored,175,85,True,2.797847994467745,0.2098669381546395
engineering_explored,175,90,True,3.051742207306649,0.21486493726987296
engineering_explored,175,95,True,3.325889865197395,0.2165782711489625
engineering_explored,175,100,True,3.673123432739838,0.22212559220283895
engineering_explored,175,105,True,4.078693141644299,0.22713736932614864
engineering_explored,175,110,True,4.5321113060507345,0.22904944416028472
engineering_explored,175,115,True,4.994429692821901,0.2349531889010006
engineering_explored,175,120,False,,
engineering_explored,175,125,False,,
engineering_explored,175,130,False,,
engineering_explored,175,135,False,,
engineering_explored,175,140,False,,
engineering_explored,180,40,False,,
engineering_explored,180,45,True,1.515004985006066,0.17645305415170986
engineering_explored,180,50,True,1.6513082062425308,0.15925348741640669
engineering_explored,180,55,True,1.797397622085417,0.16542319358600194
engineering_explored,180,60,True,1.9807779405213026,0.16985006940685557
engineering_explored,180,65,True,2.125191721357119,0.1741569733869599
engineering_explored,180,70,True,2.359251329896506,0.17741139186930907
engineering_explored,180,75,True,2.595326529857946,0.1797423898937764
engineering_explored,180,80,True,2.839343335752083,0.18035217773277218
engineering_explored,180,85,True,3.073740221048654,0.18446194165037888
engineering_explored,180,90,True,3.4014857148514825,0.1858243504635881
engineering_explored,180,95,True,3.6671390654091125,0.18695594299137339
engineering_explored,180,100,True,4.075569349634384,0.1890601681587049
engineering_explored,180,105,True,4.525087105717707,0.1901730205386347
engineering_explored,180,110,True,4.976658856340676,0.1911956747489373
engineering_explored,180,115,False,,
engineering_explored,180,120,False,,
engineering_explored,180,125,False,,
engineering_explored,180,130,False,,
engineering_explored,180,135,False,,
engineering_explored,180,140,False,,
engineering_explored,185,40,False,,
engineering_explored,185,45,True,1.6055190188402708,0.13619555429080257
engineering_explored,185,50,True,1.7643964540318988,0.14406240956009597
engineering_explored,185,55,True,1.9013527798121603,0.14952618534302153
engineering_explored,185,60,True,2.1406170949865047,0.15321422649743
engineering_explored,185,65,True,2.3169760636347814,0.1561049565940147
engineering_explored,185,70,True,2.569874936566283,0.15887655640333537
engineering_explored,185,75,True,2.8320097278297043,0.1605092415748187
engineering_explored,185,80,True,3.138083535573348,0.15825820193326823
engineering_explored,185,85,True,3.3724804208699184,0.16236796585087487
engineering_explored,185,90,True,3.824926093274093,0.16183096945879244
engineering_explored,185,95,True,4.1102553092845175,0.16309659896621514
engineering_explored,185,100,True,4.546114785542299,0.1648092347519627
engineering_explored,185,105,True,4.9976865361652685,0.1658318889622653
engineering_explored,185,110,False,,
engineering_explored,185,115,False,,
engineering_explored,185,120,False,,
engineering_explored,185,125,False,,
engineering_explored,185,130,False,,
engineering_explored,185,135,False,,
engineering_explored,185,140,False,,
engineering_explored,190,40,True,1.5678710727127765,0.12289211444709279
engineering_explored,190,45,True,1.717570183934165,0.12174294033041301
engineering_explored,190,50,True,1.8780757798499796,0.12845044937127478
engineering_explored,190,55,True,2.0706764779389437,0.13282845947709204
engineering_explored,190,60,True,2.2875046300337507,0.13666288786461422
engineering_explored,190,65,True,2.5117656639868646,0.13795248889072553
