domain,target_systolic_mmHg,target_diastolic_mmHg,lookup_reachable,resistance_multiplier,compliance_multiplier
engineering_explored,190,70,True,2.792781379969942,0.13984790057327548
engineering_explored,190,75,True,3.0686929258014635,0.141276093255861
engineering_explored,190,80,True,3.426813640109499,0.13681729419069147
engineering_explored,190,85,True,3.7446724531145614,0.13888020740794454
engineering_explored,190,90,True,4.248366471696704,0.13783758845399677
engineering_explored,190,95,True,4.5693973947896165,0.13934642703380917
engineering_explored,190,100,True,5.0756442768640735,0.15644571177047767
engineering_explored,190,105,False,,
engineering_explored,190,110,False,,
engineering_explored,190,115,False,,
engineering_explored,190,120,False,,
engineering_explored,190,125,False,,
engineering_explored,190,130,False,,
engineering_explored,190,135,False,,
engineering_explored,190,140,False,,
engineering_explored,195,40,False,,
engineering_explored,195,45,True,1.830486911022501,0.10667399530465478
engineering_explored,195,50,True,1.9912513172298014,0.11250457541325799
engineering_explored,195,55,True,2.2400001760657275,0.11613073361116255
engineering_explored,195,60,True,2.4604977467551965,0.11923896878136933
engineering_explored,195,65,True,2.706555264338947,0.11980002118743632
engineering_explored,195,70,True,3.0156878233736015,0.1208192447432156
engineering_explored,195,75,True,3.3322969874398067,0.12097772855426553
engineering_explored,195,80,True,3.709765388694276,0.11575337183995302
engineering_explored,195,85,True,4.120677995613086,0.11532008583632128
engineering_explored,195,90,True,4.628674597562061,0.11423816802543899
engineering_explored,195,95,False,,
engineering_explored,195,100,False,,
engineering_explored,195,105,False,,
engineering_explored,195,110,False,,
engineering_explored,195,115,False,,
engineering_explored,195,120,False,,
engineering_explored,195,125,False,,
engineering_explored,195,130,False,,
engineering_explored,195,135,False,,
engineering_explored,195,140,False,,
engineering_explored,200,40,False,,
engineering_explored,200,45,False,,
engineering_explored,200,50,False,,
engineering_explored,200,55,False,,
engineering_explored,200,60,True,2.6552873471072798,0.10108650107808013
engineering_explored,200,65,True,2.9013448646910303,0.10164755348414711
engineering_explored,200,70,True,3.2385942667772607,0.10179058891315573
engineering_explored,200,75,True,3.6178050492214897,0.10000000000000002
engineering_explored,200,80,False,,
engineering_explored,200,85,False,,
engineering_explored,200,90,False,,
engineering_explored,200,95,False,,
engineering_explored,200,100,False,,
engineering_explored,200,105,False,,
engineering_explored,200,110,False,,
engineering_explored,200,115,False,,
engineering_explored,200,120,False,,
engineering_explored,200,125,False,,
engineering_explored,200,130,False,,
engineering_explored,200,135,False,,
engineering_explored,200,140,False,,
engineering_explored,205,40,False,,
engineering_explored,205,45,False,,
engineering_explored,205,50,False,,
engineering_explored,205,55,False,,
engineering_explored,205,60,False,,
engineering_explored,205,65,False,,
engineering_explored,205,70,False,,
engineering_explored,205,75,False,,
engineering_explored,205,80,False,,
engineering_explored,205,85,False,,
engineering_explored,205,90,False,,
engineering_explored,205,95,False,,
engineering_explored,205,100,False,,
engineering_explored,205,105,False,,
engineering_explored,205,110,False,,
engineering_explored,205,115,False,,
engineering_explored,205,120,False,,
engineering_explored,205,125,False,,
engineering_explored,205,130,False,,
engineering_explored,205,135,False,,
engineering_explored,205,140,False,,
engineering_explored,210,40,False,,
engineering_explored,210,45,False,,
engineering_explored,210,50,False,,
engineering_explored,210,55,False,,
engineering_explored,210,60,False,,
engineering_explored,210,65,False,,
engineering_explored,210,70,False,,
engineering_explored,210,75,False,,
engineering_explored,210,80,False,,
engineering_explored,210,85,False,,
engineering_explored,210,90,False,,
engineering_explored,210,95,False,,
engineering_explored,210,100,False,,
engineering_explored,210,105,False,,
engineering_explored,210,110,False,,
engineering_explored,210,115,False,,
engineering_explored,210,120,False,,
engineering_explored,210,125,False,,
engineering_explored,210,130,False,,
engineering_explored,210,135,False,,
engineering_explored,210,140,False,,
engineering_explored,215,40,False,,
engineering_explored,215,45,False,,
engineering_explored,215,50,False,,
engineering_explored,215,55,False,,
engineering_explored,215,60,False,,
engineering_explored,215,65,False,,
engineering_explored,215,70,False,,
engineering_explored,215,75,False,,
engineering_explored,215,80,False,,
engineering_explored,215,85,False,,
engineering_explored,215,90,False,,
engineering_explored,215,95,False,,
engineering_explored,215,100,False,,
engineering_explored,215,105,False,,
engineering_explored,215,110,False,,
engineering_explored,215,115,False,,
engineering_explored,215,120,False,,
engineering_explored,215,125,False,,
engineering_explored,215,130,False,,
engineering_explored,215,135,False,,
engineering_explored,215,140,False,,
engineering_explored,220,40,False,,
engineering_explored,220,45,False,,
engineering_explored,220,50,False,,
engineering_explored,220,55,False,,
engineering_explored,220,60,False,,
engineering_explored,220,65,False,,
engineering_explored,220,70,False,,
engineering_explored,220,75,False,,
engineering_explored,220,80,False,,
engineering_explored,220,85,False,,
engineering_explored,220,90,False,,
engineering_explored,220,95,False,,
engineering_explored,220,100,False,,
engineering_explored,220,105,False,,
engineering_explored,220,110,False,,
engineering_explored,220,115,False,,
engineering_explored,220,120,False,,
engineering_explored,220,125,False,,
engineering_explored,220,130,False,,
engineering_explored,220,135,False,,
engineering_explored,220,140,False,,
