phenotype,resistance_multiplier,compliance_multiplier,status,restabilisation_wall_s,inlet_file,inlet_sha256,cardiac_cycle_length_s,heart_rate_per_min,systolic_mmHg,diastolic_mmHg,map_mmHg,pulse_pressure_mmHg,cardiac_output_L_min,cardiac_output_from_inlet_L_min,flow_integral_relative_error,systemic_vascular_resistance_mmHg_s_mL,maximum_cycle_flow_rmse_fraction_of_peak,periodic_endpoint_error_m3_s,target_map_mmHg,map_error_mmHg,calibration_method
resistance_map_matched,1.0164681988286526,1.0,ok,94.44931795285083,{HTN_COUPLING_ROOT}/results/stage5/pulse/resistance_map_matched/aortic_inlet.dat,169b3b10e90b2ac7544b80b1ad7e3e7b736e6376461153011561bee42a004ba7,0.839999999999236,72.01407190505232,115.35944154955196,74.79891192901862,96.48661088678494,40.560529620533345,5.755798797524719,5.707870196678908,0.0083270111641885,0.9569858306899222,0.00020591410719145026,0.0,96.105383,0.38122788678494146,linear interpolation from R=1.00 and R=1.05 endpoints
