arm,vessel,normalised_shape_rmse_R_vs_C,shape_noise_floor,attribution_ratio,clears_1p25x_floor,map_mismatch_mmHg
arm1_inlet_only,external_carotid_R,0.07230194435685289,0.0381773344686376,1.8938447474966698,True,23.997034455547436
arm1_inlet_only,internal_carotid_R,0.06775649610679355,0.0411237971061224,1.6476225658818393,True,23.997034455547436
arm2_matched_stiffening,external_carotid_R,0.137993481086175,0.0381773344686376,3.614539438302997,True,23.997034455547436
arm2_matched_stiffening,internal_carotid_R,0.2629369031033584,0.0411237971061224,6.3937895234925435,True,23.997034455547436
