case_id,route,target,R,C,requested_systolic_mmHg,requested_diastolic_mmHg,achieved_systolic_mmHg,achieved_diastolic_mmHg,status,wall_s,systolic_mmHg,diastolic_mmHg,map_mmHg,heart_rate_per_min,cardiac_output_L_min,svr_mmHg_s_mL,baroreceptor_heart_rate_scale,baroreceptor_heart_elastance_scale,baroreceptor_resistance_scale,baroreceptor_compliance_scale,aorta_inflow_mL_s,BrainVasculature_inflow_mL_min,LeftKidneyVasculature_inflow_mL_min,RightKidneyVasculature_inflow_mL_min,GutVasculature_inflow_mL_min,LiverVasculature_inflow_mL_min,MuscleVasculature_inflow_mL_min,SkinVasculature_inflow_mL_min,MyocardiumVasculature_inflow_mL_min,pulse_pressure_mmHg,stroke_volume_mL,stationarity_sbp_bin_median_range_mmHg,stationarity_dbp_bin_median_range_mmHg,stationarity_pass,tissue_tuning_simulated_s,dynamic_stabilization_wall_s,dynamic_stabilization_simulated_s,cvp_out_of_range_warning_n,outside_reference_warning_seen,J,refinement_step
refine_higher_0.005_R1.990_C0.460,modifier,higher,1.99,0.46,150.0,90.0,148.60512489521057,90.7067870743288,ok,228.47153102298034,148.79541918576484,91.27710486645637,121.18720560938337,72.01210302401869,3.788293133125508,1.8692133533455126,0.9997806703725435,0.9999889227460879,0.9999071659252057,1.0000243066392538,0.0,449.5063554043027,252.85471249386904,252.85471249386757,528.4652530393536,889.5202943196243,578.8113559984805,187.33450940846373,155.75297428289332,57.51831431930847,52.60633940744617,0.015069628400965485,0.008280231314856223,True,,,,0,False,0.36147430103481976,0.005
refine_higher_0.005_R2.000_C0.445,modifier,higher,2.0,0.445,150.0,90.0,148.60512489521057,90.7067870743288,ok,118.56513281000662,149.53632417743555,89.72773323234787,120.86600764948221,72.0122543770993,3.836273651293901,1.840216822369027,0.9997662617242852,0.9999881950365794,0.9999020832547358,1.0000253442384808,0.0,436.06620811651925,281.26823427685105,281.2682342768487,510.44866386298105,875.5659651590354,557.5392243702814,181.73332384608034,149.76663247955054,59.80859094508767,53.27251152567554,0.014098035295006639,0.005616039569218856,True,,116.0,600.0,0,False,1.8256785287139352,0.005
refine_higher_0.005_R1.990_C0.480,modifier,higher,1.99,0.48,150.0,90.0,148.60512489521057,90.7067870743288,ok,225.89029441500315,147.71573681127325,91.91886602658997,120.95529170515478,72.01429568174468,3.8159251423512917,1.851751820603408,0.9999613148841273,0.9999980462062688,0.9999842918605104,1.000003951205111,0.0,448.8550156346579,274.23518392213987,274.2351839221395,527.7854456098522,887.721689598478,578.1156208068985,187.07040412976386,155.578421787811,55.79687078468328,52.988439395632554,0.010767800465941946,0.01092894358093588,True,,223.0,900.0,0,False,2.2601465503642224,0.005
refine_higher_0.005_R1.995_C0.475,modifier,higher,1.995,0.475,150.0,90.0,148.60512489521057,90.7067870743288,ok,153.78968166498817,147.9277773170711,91.2768562209101,120.78185711308984,72.01206153785063,3.842769593620971,1.8357108306450132,0.9997412424781291,0.9999869314382897,0.9998908782709577,1.0000284792899075,0.0,438.2015891238194,288.66098490533466,288.66098490533363,513.2603878394852,877.9769648467617,560.830521066425,182.62400515591088,150.6926334240573,56.650921096161,53.3628604924906,0.01646204870567658,0.009247604958815714,True,,151.0,600.0,0,False,0.7837785734953291,0.005
refine_higher_0.005_R2.000_C0.455,modifier,higher,2.0,0.455,150.0,90.0,148.60512489521057,90.7067870743288,ok,110.9982163280074,148.99844361079303,90.29881944676126,120.8653783997383,72.01247260115198,3.8362511468018226,1.8401877547682033,0.9997726723131759,0.9999885188036968,0.9999042277910605,1.0000248824221503,0.0,436.58147782249455,283.72418723078124,283.7241872307797,511.1723946829254,875.892713136976,558.4115147013076,181.94840588194788,150.01668963102856,58.699624164031775,53.272037582284796,0.0150051957133428,0.008603833284212214,True,,109.0,600.0,0,False,0.3211371971705317,0.005
refine_higher_0.005_R1.995_C0.460,modifier,higher,1.995,0.46,150.0,90.0,148.60512489521057,90.7067870743288,ok,225.89469222299522,148.7635707310217,90.96646838123384,121.04084051148266,72.01399166177548,3.8094316714273977,1.8563015749345455,0.999942949991915,0.9999971186864605,0.999976640512413,1.0000059241516097,0.0,443.23505817554417,265.28123503467236,265.28123503466895,520.0778427549218,882.871495399808,568.9204952843743,184.7220483787903,152.97242077064288,57.79710234978786,52.89849352218893,0.007715470439165983,0.012306961407787753,True,,223.0,900.0,0,False,0.09253946404179755,0.005
refine_higher_0.005_R2.000_C0.450,modifier,higher,2.0,0.45,150.0,90.0,148.60512489521057,90.7067870743288,ok,140.79634499398526,149.26496871513183,90.00880435202728,120.86474049009107,72.0124283415891,3.836194657781302,1.840207053153807,0.9997706605138224,0.9999884171976676,0.9999036986266654,1.000025017066771,0.0,436.3306176562396,282.50957384835704,282.5095738483551,510.8196004876754,875.73418046654,557.9856047198339,181.84365245860997,149.89458983485446,59.256164363104546,53.27128588949135,0.015781925819567277,0.008353489375991785,True,,138.0,600.0,0,False,0.9225737473197229,0.005
refine_higher_0.005_R2.000_C0.465,modifier,higher,2.0,0.465,150.0,90.0,148.60512489521057,90.7067870743288,ok,127.45880551100709,148.4788302155028,90.86246391026319,120.8657791182122,72.01193225736034,3.836364248399572,1.840153212966693,0.9997285729447004,0.9999862915628639,0.9998856999148407,1.0000298574688162,0.0,437.0661588712628,286.07038065901577,286.0703806590153,511.84778165672367,876.2003070783496,559.226193984105,182.1506875566482,150.25061476752398,57.61636630523961,53.2740079059253,0.017558441476154485,0.009844569681348503,True,,124.0,600.0,0,False,0.040185623369029755,0.005
refine_higher_0.005_R2.000_C0.475,modifier,higher,2.0,0.475,150.0,90.0,148.60512489521057,90.7067870743288,ok,115.75145903998055,147.97331331519825,91.40801311044919,120.86316894972472,72.01311706915207,3.8361954431132763,1.8402375935637636,0.9998043659996114,0.9999901194949303,0.9999184109798576,1.000021125508042,0.0,437.5019163153106,288.3112589215416,288.31125892154114,512.4545594643425,876.4754349575445,559.9593071089896,182.33237623332462,150.46028589903182,56.565300204749065,53.27078731267098,0.011778579087831531,0.007789009589075135,True,,114.0,600.0,0,False,0.8909038263707654,0.005
refine_higher_0.005_R2.000_C0.470,modifier,higher,2.0,0.47,150.0,90.0,148.60512489521057,90.7067870743288,ok,137.40864521099138,148.22296377561793,91.13737893464366,120.863565155166,72.01247711970237,3.8362680564517073,1.8402053226261343,0.9997780581131289,0.9999887908137941,0.9999065739401628,1.0000242785957136,0.0,437.28580625781916,287.2038878818431,287.2038878818423,512.1557930648403,876.3470429092281,559.5988268638573,182.24224699791262,150.3570220180589,57.08558484097426,53.2722690551929,0.01594486807223916,0.007714189042317798,True,,134.0,600.0,0,False,0.33145647149771273,0.005
refine_higher_0.005_R1.995_C0.480,modifier,higher,1.995,0.48,150.0,90.0,148.60512489521057,90.7067870743288,ok,197.50574989197776,147.76259300376734,92.04712083723096,121.03661370416401,72.01449911525877,3.809404130630161,1.8562900642631635,0.9999580230733844,0.9999978799532028,0.9999829037799766,1.0000043083378674,0.0,448.1205304580918,273.9193510426543,273.9193510426528,526.9379268348091,886.1885328155181,577.1937993103654,186.76429547390964,155.33206970743868,55.71547216653637,52.89773833645962,0.010878813280498889,0.011861148463083282,True,,194.0,900.0,0,False,2.5063545840743755,0.005
refine_intermediate_0.005_R1.700_C0.590,modifier,intermediate,1.7,0.59,140.0,90.0,139.95366838673382,89.7625889323308,ok,147.10986651698477,139.77685386180332,89.10538199935641,115.54636756559806,72.01460604176732,4.253233804792925,1.580315165126086,0.9999482385483188,0.9999973857852674,0.9999797335909759,1.000004866859133,0.0,498.26172220329676,329.06266130801646,329.06266130801544,585.4132302805772,987.3791596284505,641.1178342598989,207.6604326465045,172.48014945629598,50.67147186244691,59.060710577603054,0.012112864881288488,0.009234905547401695,True,,145.0,752.0,0,False,0.46318432897600464,0.005
refine_intermediate_0.005_R1.700_C0.595,modifier,intermediate,1.7,0.595,140.0,90.0,139.95366838673382,89.7625889323308,ok,152.8654052829952,139.59488943651152,89.24698452985601,115.5408286479154,72.01443736573134,4.25320109602389,1.5802639250660795,0.999924184833406,0.999996170951182,0.9999696979985234,1.0000074122093205,0.0,498.3250163984877,324.6652806166104,324.6652806166071,585.5099609162169,987.350256992187,641.2393330762347,207.68688788497474,172.51595583343897,50.347904906655515,59.060394715349275,0.011769353275411731,0.00850453637906412,True,,151.0,752.0,0,False,0.39457023497400495,0.005
refine_intermediate_0.005_R1.700_C0.605,modifier,intermediate,1.7,0.605,140.0,90.0,139.95366838673382,89.7625889323308,ok,146.01086384098744,139.2370913175193,89.52160149407617,115.52652115387876,72.01478010181906,4.2533565968244895,1.579998593220089,0.9999547132028641,0.9999977127880227,0.9999822562828937,1.0000042658792556,0.0,498.52438597583017,326.61126623570317,326.6112662357012,585.8005787454035,987.3748090827598,641.597427459704,207.7701075213658,172.62064471400407,49.71548982344312,59.06227292245876,0.01354479603108416,0.009820739181733984,True,,144.0,747.0,0,False,0.5715576415206272,0.005
refine_intermediate_0.005_R1.700_C0.585,modifier,intermediate,1.7,0.585,140.0,90.0,139.95366838673382,89.7625889323308,ok,186.1968006149982,139.95987070793748,88.96122410715958,115.54989308801835,72.01426636787015,4.253528355683175,1.5802711480164915,0.99991820265057,0.999995868820736,0.9999671894277284,1.0000081308799436,0.0,498.13787378524484,325.6116466681401,325.61164666813943,585.2386804614034,987.2971445354679,640.9041513683444,207.60887502548348,172.4177196432445,50.9986466007779,59.06507932685025,0.009635507424519574,0.007927339020028512,True,,183.0,752.0,0,False,0.642224051810013,0.005
