case_id,route,target,R,C,requested_systolic_mmHg,requested_diastolic_mmHg,achieved_systolic_mmHg,achieved_diastolic_mmHg,status,wall_s,systolic_mmHg,diastolic_mmHg,map_mmHg,heart_rate_per_min,cardiac_output_L_min,svr_mmHg_s_mL,baroreceptor_heart_rate_scale,baroreceptor_heart_elastance_scale,baroreceptor_resistance_scale,baroreceptor_compliance_scale,aorta_inflow_mL_s,BrainVasculature_inflow_mL_min,LeftKidneyVasculature_inflow_mL_min,RightKidneyVasculature_inflow_mL_min,GutVasculature_inflow_mL_min,LiverVasculature_inflow_mL_min,MuscleVasculature_inflow_mL_min,SkinVasculature_inflow_mL_min,MyocardiumVasculature_inflow_mL_min,pulse_pressure_mmHg,stroke_volume_mL,stationarity_sbp_bin_median_range_mmHg,stationarity_dbp_bin_median_range_mmHg,stationarity_pass,tissue_tuning_simulated_s,dynamic_stabilization_wall_s,dynamic_stabilization_simulated_s,cvp_out_of_range_warning_n,outside_reference_warning_seen,J,refinement_step
refine_higher_0.02_R1.800_C0.540,modifier,higher,1.8,0.54,150.0,90.0,148.60512489521057,90.7067870743288,ok,147.56433610798558,143.008314332764,89.69539455169273,117.54240515491752,72.01436193079743,4.094115492502015,1.6727873711385584,0.9999332709258684,0.9999966298447404,0.9999735102566684,1.000006489718388,0.0,479.8464580577819,308.7990224254704,308.79902242547007,563.89859510258,950.4414833317114,617.5729464004833,199.98612611537152,166.1583702520124,53.31291978107127,56.85137495818231,0.009700761694944,0.0081373428390634,True,,145.0,789.0,0,False,32.34720330675758,0.02
refine_higher_0.02_R1.800_C0.520,modifier,higher,1.8,0.52,150.0,90.0,148.60512489521057,90.7067870743288,ok,153.5510815080197,143.85663674385788,89.04327458773248,117.56216061928303,72.0160614613333,4.09406117332639,1.673068056837169,1.0000504745675092,1.0000025492205826,1.0000239649806415,0.9999930452472116,0.0,479.281491457123,302.3790596670059,302.3790596670059,563.0994001021814,950.1566952621852,616.6005279279764,199.75056372879808,165.87698570199194,54.81336215612539,56.84927903929548,0.0173706001476432,0.0145302510634905,True,,151.0,795.0,0,False,25.31541351659874,0.02
refine_higher_0.02_R1.800_C0.420,modifier,higher,1.8,0.42,150.0,90.0,148.60512489521057,90.7067870743288,ok,153.58845346499584,149.01277174080482,84.44322031289205,117.59128901482588,72.0149068769243,4.091943144995746,1.6743084073923598,0.9999769505947071,0.9999988358886218,0.9999917549531916,1.000001763982552,0.0,474.43172956992953,279.5275766106042,279.52757661060224,556.0992652088362,945.0856075630862,608.2335354055001,197.66868866433575,163.61791285254782,64.56955142791277,56.82077950873425,0.0133761538960754,0.0148479131115806,True,,151.0,817.0,0,False,39.3984445256982,0.02
refine_higher_0.02_R1.800_C0.480,modifier,higher,1.8,0.48,150.0,90.0,148.60512489521057,90.7067870743288,ok,157.09573501700652,145.70829279492855,87.6331693519732,117.57471944909248,72.01490976056483,4.094458539037414,1.673040873474792,0.9999874964017106,0.9999993685051372,0.9999963242761524,1.0000005058660002,0.0,477.8368833227965,291.50984781363223,291.50984781363303,561.0686556344032,949.3282231485744,614.1398454186233,199.14841688403408,165.16742299743697,58.07512344295536,56.8557060288025,0.0125012845822425,0.0095032350648267,True,,155.0,794.0,0,False,17.838762120402762,0.02
refine_higher_0.02_R1.820_C0.440,modifier,higher,1.82,0.44,150.0,90.0,148.60512489521057,90.7067870743288,ok,157.46844369199243,148.0563703324019,86.31386565880543,117.96575211711608,72.01644823669443,4.06275034207074,1.6922649386973885,1.0000742686403807,1.0000037509414328,1.000034451968299,0.999990205267282,0.0,472.8340720782036,284.2873096735465,284.2873096735466,554.8838062395246,941.3741230952136,607.1338776433495,197.0633766569517,163.23796348114172,61.742504673596486,56.41420038819206,0.0186960538827918,0.0176559381443155,True,,155.0,814.0,0,False,19.59889013316721,0.02
refine_higher_0.02_R1.800_C0.460,modifier,higher,1.8,0.46,150.0,90.0,148.60512489521057,90.7067870743288,ok,160.48355689199525,146.7422793243697,86.89753781853273,117.59212874671738,72.01470849549393,4.093246876745638,1.673817591195861,0.999958435787056,0.999997900797327,0.9999836326364544,1.0000039328201482,0.0,476.9999709276582,285.6159730672919,285.61597306729107,559.8862415065239,948.895703575121,612.7047054504488,198.79945508570157,164.75291668525293,59.84474150583696,56.83903972202787,0.0122883593345477,0.0124696728802575,True,,158.0,808.0,0,False,17.98057351358442,0.02
refine_higher_0.02_R1.800_C0.440,modifier,higher,1.8,0.44,150.0,90.0,148.60512489521057,90.7067870743288,ok,160.77615289701498,147.83734547595662,85.73363281146844,117.60266961369337,72.01516386978969,4.091603160947514,1.674638673957896,1.0000080770918016,1.0000004079339289,1.000005281214173,0.9999981265440324,0.0,476.0690130861752,290.31750113425704,290.3175011342567,558.5655852413222,948.3916154794316,611.1027400967512,198.41086608853257,164.2914511126511,62.103712664488185,56.815855732072265,0.0138738991863078,0.0160562014738161,True,,159.0,823.0,0,False,25.32174855883611,0.02
refine_higher_0.02_R1.820_C0.460,modifier,higher,1.82,0.46,150.0,90.0,148.60512489521057,90.7067870743288,ok,163.65357798099285,146.96982775782604,87.2964558713546,117.97024572490244,72.01450362480034,4.062182268957295,1.6925632592951747,0.9999449880733632,0.9999972216198671,0.9999785647713296,1.000005140665918,0.0,473.8845295324995,288.59705092551417,288.5970509255121,556.3361229833051,942.1105252358454,608.8824036620283,197.50098496837143,163.73981523114816,59.67337188647144,56.40783542883938,0.0111335306676778,0.0088034311487632,True,,161.0,819.0,0,False,14.30455564151752,0.02
refine_higher_0.02_R1.800_C0.560,modifier,higher,1.8,0.56,150.0,90.0,148.60512489521057,90.7067870743288,ok,193.3067062350165,142.2038104225429,90.31637009494618,117.5130999413378,72.01538338659654,4.095070284146182,1.6719418278814553,1.0000000000637912,1.000000000003222,1.000000495665915,0.999999327573338,0.0,480.2400806187545,313.3071338199365,313.3071338199351,564.4822289448763,950.4849031431116,618.2953769692306,200.15074752180996,166.37010703986758,51.88744032759671,56.86382674883259,0.015114901849671,0.0138850756602124,True,,190.0,774.0,0,False,41.12925239577493,0.02
refine_higher_0.02_R1.820_C0.520,modifier,higher,1.82,0.52,150.0,90.0,148.60512489521057,90.7067870743288,ok,194.85302583599696,144.09256605420944,89.43077542064954,117.92442329920608,72.01551151971034,4.064535945812298,1.6909063320271775,1.000009366281192,1.0000004730445042,1.0000061606959731,0.9999977944516698,0.0,466.9529338662147,298.40389273353014,298.40389273352946,546.6354996480045,936.8412966183538,597.2194916544051,194.59968861729251,160.43429772253663,54.6617906335599,56.43972888673923,0.0163760233324978,0.0129253200978212,True,,192.0,790.0,0,False,21.99139303382269,0.02
