time_s,aorta_inflow_mL_s,aorta_inflow_m3_s,aorta_pressure_mmHg
0.18059999999999615,237.55914186116172,0.0002375591418611617,111.35139930962028
0.18479999999999605,229.95640319062684,0.00022995640319062685,111.67428204771647
0.18899999999999598,222.35366452009194,0.00022235366452009192,111.99716478581271
0.1931999999999959,214.750925849557,0.000214750925849557,112.32004752390893
0.1973999999999958,207.65074721991576,0.00020765074721991575,112.59464957860725
0.2015999999999957,201.22064864479927,0.00020122064864479925,112.80487738877503
0.2057999999999956,194.7905500696827,0.0001947905500696827,113.01510519894276
0.20999999999999552,188.3604514945662,0.0001883604514945662,113.22533300911054
0.21419999999999545,181.93035291944972,0.0001819303529194497,113.43556081927832
0.21839999999999535,176.21168803543307,0.00017621168803543305,113.58402339546662
0.22259999999999527,170.8487399969665,0.00017084873999696648,113.7016033546652
0.22679999999999517,165.48579195849982,0.0001654857919584998,113.81918331386373
0.2309999999999951,160.1228439200332,0.0001601228439200332,113.93676327306231
0.235199999999995,154.75989588156656,0.00015475989588156655,114.05434323226089
0.23939999999999492,150.1351065074984,0.00015013510650749838,114.10206697232157
0.2435999999999948,145.58801804547218,0.00014558801804547217,114.1424374261572
0.2477999999999947,141.04092958344594,0.00014104092958344594,114.18280787999284
0.2519999999999946,136.4938411214198,0.00013649384112141978,114.22317833382846
0.25619999999999454,131.98957737563651,0.0001319895773756365,114.25346500969182
0.26039999999999447,127.74226192731093,0.00012774226192731092,114.22324901772151
0.26459999999999434,123.49494647898533,0.0001234949464789853,114.19303302575122
0.26879999999999427,119.24763103065973,0.00011924763103065972,114.16281703378093
0.2729999999999942,115.00031558233417,0.00011500031558233417,114.13260104181063
0.2771999999999941,110.40524683075452,0.00011040524683075452,114.07037702589794
0.28139999999999404,105.24507896138695,0.00010524507896138695,113.95613997107884
0.2855999999999939,100.08491109201941,0.0001000849110920194,113.84190291625973
0.28979999999999384,94.92474322265187,9.492474322265187e-05,113.7276658614406
0.29399999999999377,89.7645753532843,8.976457535328429e-05,113.6134288066215
0.29819999999999364,82.23897461175204,8.223897461175204e-05,113.40948417515676
0.30239999999999356,73.25772287196456,7.325772287196455e-05,113.15033488114088
0.30659999999999343,64.27647113217706,6.427647113217706e-05,112.891185587125
0.31079999999999336,55.29521939238958,5.529521939238958e-05,112.63203629310912
0.3149999999999933,46.313967652602095,4.631396765260209e-05,112.37288699909321
0.3191999999999932,36.925363985615846,3.692536398561584e-05,111.98559091418149
0.32339999999999314,27.468868330763016,2.7468868330763015e-05,111.57693703078711
0.327599999999993,18.01237267591018,1.8012372675910178e-05,111.16828314739276
0.33179999999999293,8.555877021057348,8.555877021057348e-06,110.75962926399836
0.33599999999999286,0.0,1e-10,110.35184100211883
0.3401999999999928,0.0,1e-10,109.9522761446301
0.3443999999999927,0.0,1e-10,109.55271128714136
0.3485999999999926,0.0,1e-10,109.15314642965265
0.35279999999999245,0.0,1e-10,108.75358157216391
0.3569999999999924,0.0,1e-10,108.35696811535982
0.3611999999999923,0.0,1e-10,107.96625745992507
0.36539999999999223,0.0,1e-10,107.5755468044903
0.3695999999999921,0.0,1e-10,107.18483614905553
0.373799999999992,0.0,1e-10,106.7941254936208
0.37799999999999195,0.0,1e-10,106.40835666992221
0.3821999999999919,0.0,1e-10,106.02629422002582
0.3863999999999918,0.0,1e-10,105.64423177012944
0.3905999999999917,0.0,1e-10,105.26216932023303
0.3947999999999916,0.0,1e-10,104.88010687033663
0.39899999999999153,0.0,1e-10,104.50488315556068
0.4031999999999914,0.0,1e-10,104.13126855493074
0.4073999999999913,0.0,1e-10,103.75765395430075
0.4115999999999912,0.0,1e-10,103.38403935367079
0.4157999999999911,0.0,1e-10,103.01081775883094
0.41999999999999105,0.0,1e-10,102.6454562797928
0.424199999999991,0.0,1e-10,102.28009480075468
0.4283999999999909,0.0,1e-10,101.91473332171654
0.43259999999999077,0.0,1e-10,101.54937184267841
0.4367999999999907,0.0,1e-10,101.18631465075698
0.4409999999999906,0.0,1e-10,100.8290181766273
0.44519999999999055,0.0,1e-10,100.47172170249763
0.4493999999999905,0.0,1e-10,100.11442522836794
0.45359999999999034,0.0,1e-10,99.75712875423827
0.45779999999999027,0.0,1e-10,99.40396147176996
0.4619999999999902,0.0,1e-10,99.05454799990294
0.4661999999999901,0.0,1e-10,98.70513452803588
0.47039999999999,0.0,1e-10,98.35572105616883
0.4745999999999899,0.0,1e-10,98.00630758430181
0.47879999999998984,0.0,1e-10,97.66276557839004
0.48299999999998977,0.0,1e-10,97.32105840558927
0.4871999999999896,0.0,1e-10,96.97935123278849
0.4913999999999895,0.0,1e-10,96.63764405998775
0.4955999999999894,0.0,1e-10,96.295936887187
0.4997999999999893,0.0,1e-10,95.96176395599412
0.5039999999999892,0.0,1e-10,95.62759102480123
0.5081999999999891,0.0,1e-10,95.29341809360835
0.5123999999999891,0.0,1e-10,94.95924516241544
0.516599999999989,0.0,1e-10,94.62682613392153
0.5207999999999889,0.0,1e-10,94.30001959406425
0.5249999999999888,0.0,1e-10,93.973213054207
0.5291999999999887,0.0,1e-10,93.64640651434975
0.5333999999999887,0.0,1e-10,93.31959997449249
0.5375999999999885,0.0,1e-10,92.99622318029226
0.5417999999999885,0.0,1e-10,92.67661910631479
0.5459999999999884,0.0,1e-10,92.35701503233734
0.5501999999999883,0.0,1e-10,92.03741095835989
0.5543999999999882,0.0,1e-10,91.71780688438241
0.5585999999999881,0.0,1e-10,91.4032330086106
0.5627999999999881,0.0,1e-10,91.09067121212104
0.566999999999988,0.0,1e-10,90.77810941563146
0.5711999999999878,0.0,1e-10,90.46554761914192
0.5753999999999878,0.0,1e-10,90.15298582265235
0.5795999999999877,0.0,1e-10,89.8469818275027
0.5837999999999877,0.0,1e-10,89.54130572242008
0.5879999999999875,0.0,1e-10,89.23562961733744
0.5921999999999873,0.0,1e-10,88.9299535122548
0.5963999999999873,0.0,1e-10,88.6255598074843
0.6005999999999871,0.0,1e-10,88.32661630404044
0.6047999999999871,0.0,1e-10,88.02767280059659
0.608999999999987,0.0,1e-10,87.72872929715274
0.6131999999999869,0.0,1e-10,87.4297857937089
0.6173999999999868,0.0,1e-10,87.13366354074375
0.6215999999999867,0.0,1e-10,86.84130295508356
0.6257999999999867,0.0,1e-10,86.54894236942337
0.6299999999999866,0.0,1e-10,86.25658178376318
0.6341999999999864,0.0,1e-10,85.96422119810299
0.6383999999999864,0.0,1e-10,85.67615165121576
0.6425999999999863,0.0,1e-10,85.39022762371503
0.6467999999999863,0.0,1e-10,85.10430359621431
0.6509999999999861,0.0,1e-10,84.81837956871357
0.655199999999986,0.0,1e-10,84.53245554121285
0.659399999999986,0.0,1e-10,84.2522255841463
0.6635999999999859,0.0,1e-10,83.97259500291493
0.6677999999999858,0.0,1e-10,83.69296442168356
0.6719999999999857,0.0,1e-10,83.41333384045218
0.6761999999999856,0.0,1e-10,83.13458233193477
0.6803999999999856,0.0,1e-10,82.86110525970118
0.6845999999999854,0.0,1e-10,82.58762818746757
0.6887999999999854,0.0,1e-10,82.31415111523397
0.6929999999999853,0.0,1e-10,82.04067404300037
0.6971999999999852,0.0,1e-10,81.76948903769427
0.701399999999985,0.0,1e-10,81.50202864114536
0.7055999999999849,0.0,1e-10,81.23456824459647
0.7097999999999849,0.0,1e-10,80.96710784804758
0.7139999999999848,0.0,1e-10,80.69964745149869
0.7181999999999846,0.0,1e-10,80.43582883634751
0.7223999999999846,0.0,1e-10,80.17425131744108
0.7265999999999845,0.0,1e-10,79.91267379853467
0.7307999999999845,0.0,1e-10,79.65109627962823
0.7349999999999843,0.0,1e-10,79.3895187607218
0.7391999999999842,0.0,1e-10,79.1328715685828
0.7433999999999842,0.0,1e-10,78.8770460975717
0.747599999999984,0.0,1e-10,78.62122062656059
0.751799999999984,0.0,1e-10,78.36539515554948
0.7559999999999839,0.0,1e-10,78.11010530943662
0.7601999999999838,0.0,1e-10,77.85990389985712
0.7643999999999838,0.0,1e-10,77.60970249027758
0.7685999999999836,0.0,1e-10,77.3595010806981
0.7727999999999836,0.0,1e-10,77.10929967111858
0.7769999999999835,0.0,1e-10,76.86093275484481
0.7811999999999834,0.0,1e-10,76.61623482518253
0.7853999999999833,0.0,1e-10,76.37153689552024
0.7895999999999832,0.0,1e-10,76.12683896585794
0.7937999999999832,0.0,1e-10,75.88214103619565
0.7979999999999831,0.0,1e-10,75.64051924199772
0.8021999999999829,0.0,1e-10,75.40120454939809
0.8063999999999828,0.0,1e-10,75.16188985679847
0.8105999999999827,0.0,1e-10,74.92257516419883
0.8147999999999826,0.0,1e-10,74.6832604715992
0.8189999999999825,0.6499846407654928,6.499846407654928e-07,74.45888101069245
0.8231999999999824,1.4529068440640376,1.4529068440640375e-06,74.23801572194873
0.8273999999999824,2.255829047362582,2.255829047362582e-06,74.017150433205
0.8315999999999822,3.058751250661127,3.058751250661127e-06,73.79628514446128
0.8357999999999822,5.9868483759271065,5.986848375927106e-06,73.61117740605278
0.8399999999999821,51.41844394053781,5.141844394053781e-05,74.14122067434839
